exercise,question,answer,konnektor,german,english,french,case_english,case_french,explanation_english,explanation_french,explanation_synonym_english,explanation_synonym_french
34,hernach,danach,danach,"Die Ergebnisse wurden ausgewertet, hernach folgte eine ausführliche Diskussion im Team.","afterwards, thereafter","ensuite, par la suite, après cela",Adverb,Adverbe,"danach = afterwards, thereafter ● Adverb","danach = ensuite, par la suite, après cela ● Adverbe",,
34,hinterher,danach,danach,"Er präsentierte sein Konzept, hinterher wurde es intern weiter verfeinert.","afterwards, thereafter","ensuite, par la suite, après cela",Adverb,Adverbe,"danach = afterwards, thereafter ● Adverb","danach = ensuite, par la suite, après cela ● Adverbe",,
34,allein,aber,aber,"Der Vorschlag klingt auf den ersten Blick überzeugend, allein die praktischen Konsequenzen wurden dabei völlig unterschätzt.",but,mais,Coordinating conjunction,Conjonction de coordination,aber = but ● Coordinating conjunction,aber = mais ● Conjonction de coordination,,
34,beispielsweise,zum Beispiel,zum Beispiel,"Mehrere Faktoren, beispielsweise steigende Energiekosten, beeinflussen derzeit die Produktionsplanung.",for example,par exemple,Adverb,Adverbe,zum beispiel = for example ● Adverb,zum beispiel = par exemple ● Adverbe,,
34,nichtsdestoweniger,trotzdem,trotzdem,"Die Datenlage ist lückenhaft und erlaubt keine eindeutige Schlussfolgerung, nichtsdestoweniger spricht die Gesamttendenz klar für eine vorsichtige Umsetzung.","despite it, nevertheless, yet, nonetheless, anyway","malgré cela, tout de même, néanmoins, pourtant",Adverb,Adverbe,"trotzdem = despite it, nevertheless, yet, nonetheless, anyway ● Adverb","trotzdem = malgré cela, tout de même, néanmoins, pourtant ● Adverbe",,
34,in der Zwischenzeit,währenddessen,währenddessen,In der Zwischenzeit haben wir mehrere alternative Ansätze entwickelt.,"meanwhile, in the meantime, by now","pendant ce temps, en attendant",Adverb,Adverbe,"währenddessen = meanwhile, in the meantime, by now ● Adverb","währenddessen = pendant ce temps, en attendant ● Adverbe",,
34,mittlerweile,währenddessen,währenddessen,"Mittlerweile ist deutlich erkennbar, wie stark sich die Branche wandelt.","meanwhile, in the meantime, by now","pendant ce temps, en attendant",Adverb,Adverbe,"währenddessen = meanwhile, in the meantime, by now ● Adverb","währenddessen = pendant ce temps, en attendant ● Adverbe",,
34,unterdessen,währenddessen,währenddessen,Unterdessen prüft ein Expertenteam die technischen Risiken.,"meanwhile, in the meantime, by now","pendant ce temps, en attendant",Adverb,Adverbe,"währenddessen = meanwhile, in the meantime, by now ● Adverb","währenddessen = pendant ce temps, en attendant ● Adverbe",,
34,derweil,währenddessen,währenddessen,"Derweil die Verhandlungen offiziell noch stockten, wurden hinter verschlossenen Türen längst die entscheidenden Kompromisse vorbereitet.","meanwhile, in the meantime, by now","pendant ce temps, en attendant",Adverb,Adverbe,"währenddessen = meanwhile, in the meantime, by now ● Adverb","währenddessen = pendant ce temps, en attendant ● Adverbe",,
34,inzwischen,währenddessen,währenddessen,"Wir mussten lange auf den Zug warten, also haben wir uns inzwischen einen Kaffee geholt.","meanwhile, in the meantime, by now","pendant ce temps, en attendant",Adverb,Adverbe,"währenddessen = meanwhile, in the meantime, by now ● Adverb","währenddessen = pendant ce temps, en attendant ● Adverbe",,
34,des Weiteren,außerdem,außerdem,"Des Weiteren wurde betont, dass nachhaltige Lösungen nur dann wirksam sein können, wenn sie nicht nur technisch, sondern auch gesellschaftlich mitgetragen werden.","besides, moreover, furthermore","en outre, de plus",Adverb,Adverbe,"außerdem = besides, moreover, furthermore ● Adverb","außerdem = en outre, de plus ● Adverbe",,
34,bis dato,bisher,bisher,Bis dato gibt es keine endgültige Entscheidung.,"so far, until now, hitherto","jusqu'à présent, jusqu'à maintenant",Adverb,Adverbe,"bisher = so far, until now, hitherto ● Adverb","bisher = jusqu'à présent, jusqu'à maintenant ● Adverbe",,
34,wobei,obwohl,obwohl,"Er behauptet, vollkommen unabhängig zu sein, wobei er doch stark von staatlichen Fördermitteln profitiert.","although, even though","bien que, même si",Subordinating conjunction,Conjonctions de subordination,"obwohl = although, even though ● Subordinating conjunction","obwohl = bien que, même si ● Conjonctions de subordination",,
35,zum Abschluss,abschließend,abschließend,Zum Abschluss fassten wir die offenen Fragen zusammen und legten die nächsten Schritte fest.,"to conclude, in conclusion","pour conclure, en conclusion",Adverb,Adverbe,"abschließend = to conclude, in conclusion ● Adverb","abschließend = pour conclure, en conclusion ● Adverbe",,
35,zum Schluss,abschließend,abschließend,"Zum Schluss zeigte sich, dass die Alternative deutlich effizienter war als erwartet.","to conclude, in conclusion","pour conclure, en conclusion",Adverb,Adverbe,"abschließend = to conclude, in conclusion ● Adverb","abschließend = pour conclure, en conclusion ● Adverbe",,
35,als wenn,als ob,als ob,"Er tat so, als wenn ihn die Situation überhaupt nicht betreffen würde.",as if,comme si,Subordinating conjunction,Conjonctions de subordination,als ob = as if ● Subordinating conjunction,als ob = comme si ● Conjonctions de subordination,,
35,wie wenn,als ob,als ob,"Sie reagierte, wie wenn sie die Nachricht schon vorher geahnt hätte.",as if,comme si,Subordinating conjunction,Conjonctions de subordination,als ob = as if ● Subordinating conjunction,als ob = comme si ● Conjonctions de subordination,,
35,insoweit,insofern,insofern,"Das Projekt war insoweit erfolgreich, als dass alle Hauptziele erreicht wurden.","insofar as, in that respect, to that extent","dans la mesure où, tant que",Subordinating conjunction,Conjonctions de subordination,"insofern = insofar as, in that respect, to that extent ● Subordinating conjunction","insofern = dans la mesure où, tant que ● Conjonctions de subordination",,
35,vorausgesetzt,sofern,sofern,"Wir können den Vorschlag übernehmen, vorausgesetzt die Finanzierung ist gesichert.","provided, provided that",à condition que,Subordinating conjunction,Conjonctions de subordination,"sofern = provided, provided that ● Subordinating conjunction",sofern = à condition que ● Conjonctions de subordination,,
35,soviel,soweit,soweit,"Soviel ich weiß, hat das Gutachten noch keine endgültige Freigabe erhalten.",as far as,"d'après ce que, en ce qui concerne",Subordinating conjunction,Conjonctions de subordination,soweit = as far as ● Subordinating conjunction,"soweit = d'après ce que, en ce qui concerne ● Conjonctions de subordination",,
35,alles in allem,insgesamt,insgesamt,"Alles in allem war die Zusammenarbeit konstruktiv, trotz einiger anfänglicher Schwierigkeiten.","overall, all in all","dans l'ensemble, globalement",Adverb,Adverbe,"insgesamt = overall, all in all ● Adverb","insgesamt = dans l'ensemble, globalement ● Adverbe",,
35,im Großen und Ganzen,insgesamt,insgesamt,Im Großen und Ganzen entspricht das Ergebnis unseren Erwartungen.,"overall, all in all","dans l'ensemble, globalement",Adverb,Adverbe,"insgesamt = overall, all in all ● Adverb","insgesamt = dans l'ensemble, globalement ● Adverbe",,
35,im Endeffekt,unter dem Strich,unter dem Strich,Im Endeffekt führten mehrere kleine Entscheidungen zu einer grundlegenden Änderung der Strategie.,"ultimately, at the end of the day, all things considered","au final, en fin de compte, tout compte fait",Adverb,Adverbe,"unter dem strich = ultimately, at the end of the day, all things considered ● Adverb","unter dem strich = au final, en fin de compte, tout compte fait ● Adverbe",,
36,desgleichen,ebenfalls,ebenfalls,"Die erste Studie bestätigte die Hypothese, desgleichen kamen spätere Untersuchungen zu ähnlichen Ergebnissen.","likewise, as well","également, de même",Adverb,Adverbe,"ebenfalls = likewise, as well ● Adverb","ebenfalls = également, de même ● Adverbe",,
36,gleichfalls,ebenfalls,ebenfalls,"Er würdigte ihren Einsatz ausdrücklich, gleichfalls bedankte sie sich bei ihm für die Unterstützung.","likewise, as well","également, de même",Adverb,Adverbe,"ebenfalls = likewise, as well ● Adverb","ebenfalls = également, de même ● Adverbe",,
36,dementsprechend,entsprechend,entsprechend,Die Ergebnisse sind dementsprechend interpretiert worden.,"accordingly, correspondingly","en conséquence, par conséquent",Adverb,Adverbe,"entsprechend = accordingly, correspondingly ● Adverb","entsprechend = en conséquence, par conséquent ● Adverbe",,
36,demgemäß,entsprechend,entsprechend,Die Maßnahmen wurden demgemäß angepasst.,"accordingly, correspondingly","en conséquence, par conséquent",Adverb,Adverbe,"entsprechend = accordingly, correspondingly ● Adverb","entsprechend = en conséquence, par conséquent ● Adverbe",,
36,auf dass,damit,damit,"Er formulierte die Richtlinien bewusst klar und präzise, auf dass spätere Missverständnisse von vornherein vermieden würden.","so that, in order to","pour que, afin que, afin de (+ infinitif)",Subordinating conjunction,Conjonctions de subordination,"damit = so that, in order to ● Subordinating conjunction","damit = pour que, afin que, afin de (+ infinitif) ● Conjonctions de subordination",,
36,kurzum,kurz Gesagt,kurz Gesagt,"Kurzum war das Ergebnis überzeugend, auch wenn der Weg schwierig war.","in short, in a nutshell","en bref, en un mot",Adverb,Adverbe,"kurz gesagt = in short, in a nutshell ● Adverb","kurz gesagt = en bref, en un mot ● Adverbe",,
36,ganz nebenbei,übrigens,übrigens,"Ganz nebenbei bemerkte sie, dass ein Wechsel geplant ist.","by the way, incidentally","au fait, soit dit en passant, d'ailleurs",Adverb,Adverbe,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
36,im Übrigen,übrigens,übrigens,Im Übrigen wurde das Budget bereits angepasst.,"by the way, incidentally","au fait, soit dit en passant, d'ailleurs",Adverb,Adverbe,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
36,nebenbei,übrigens,übrigens,Nebenbei ergaben sich interessante neue Kontakte.,"by the way, incidentally","au fait, soit dit en passant, d'ailleurs",Adverb,Adverbe,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
36,"abgesehen davon, dass",außer dass,außer dass,"Abgesehen davon, dass der Vorschlag finanziell kaum realisierbar ist, fehlt ihm auch eine klare strategische Ausrichtung.",except that,"sauf que, outre que, à part le fait que",Subordinating conjunction,Conjonctions de subordination,außer dass = except that ● Subordinating conjunction,"außer dass = sauf que, outre que, à part le fait que ● Conjonctions de subordination",,
1000,,dabei,dabei,,,,,,,,,
1000,,wobei,wobei,,,,,,,,,
1000,,außer zu,außer zu,,,,,,,,,
1000,,nicht nur ... sondern auch,nicht nur ... sondern auch,nicht nur ... sondern auch,not only ... but also,non seulement ... mais aussi,Correlative conjunction,Conjonction corrélative,nicht nur ... sondern auch = not only ... but also ● Correlative conjunction,nicht nur ... sondern auch = non seulement ... mais aussi ● Conjonction corrélative,,
