exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
81,Die beiden Universitäten unterstützen sich _____ bei gemeinsamen Forschungsprojekten.,gegenseitig,Die beiden Universitäten unterstützen sich gegenseitig bei gemeinsamen Forschungsprojekten.,The two universities support each other in joint research projects.,Les deux universités se soutiennent mutuellement dans leurs projets de recherche communs.,gegenseitig = mutually,gegenseitig = mutuellement,,
81,"Um Missverständnisse zu vermeiden, informierten sich die beteiligten Teams _____ über alle wichtigen Änderungen.",gegenseitig,"Um Missverständnisse zu vermeiden, informierten sich die beteiligten Teams gegenseitig über alle wichtigen Änderungen.","To avoid misunderstandings, the teams involved kept each other informed of all important changes.","Afin d'éviter les malentendus, les équipes concernées se sont informées mutuellement de tous les changements importants.",gegenseitig = mutually,gegenseitig = mutuellement,,
81,"Die Nachbarn helfen sich _____, wenn jemand im Urlaub oder krank ist.",gegenseitig,"Die Nachbarn helfen sich gegenseitig, wenn jemand im Urlaub oder krank ist.",The neighbours help each other whenever someone is on holiday or ill.,Les voisins s'entraident mutuellement lorsqu'une personne est en vacances ou malade.,gegenseitig = mutually,gegenseitig = mutuellement,,
81,"Die Buchhalterin prüfte alle Rechnungen _____, bevor sie freigegeben wurden.",gewissenhaft,"Die Buchhalterin prüfte alle Rechnungen gewissenhaft, bevor sie freigegeben wurden.",The accountant checked all the invoices conscientiously before they were approved.,La comptable a vérifié toutes les factures consciencieusement avant leur validation.,"gewissenhaft = conscientiously, diligently",gewissenhaft = consciencieusement,,
81,"Wer wissenschaftlich arbeitet, sollte seine Quellen _____ dokumentieren.",gewissenhaft,"Wer wissenschaftlich arbeitet, sollte seine Quellen gewissenhaft dokumentieren.",Anyone doing academic work should document their sources carefully and conscientiously.,Toute personne effectuant un travail scientifique devrait documenter ses sources consciencieusement.,"gewissenhaft = conscientiously, diligently",gewissenhaft = consciencieusement,,
81,Trotz des Zeitdrucks erledigte er seine Aufgaben _____ und machte kaum Fehler.,gewissenhaft,Trotz des Zeitdrucks erledigte er seine Aufgaben gewissenhaft und machte kaum Fehler.,"Despite the time pressure, he completed his tasks conscientiously and made hardly any mistakes.","Malgré la pression du temps, il a accompli ses tâches consciencieusement et n'a presque commis aucune erreur.","gewissenhaft = conscientiously, diligently",gewissenhaft = consciencieusement,,
81,Er nahm die Bemerkung _____ auf und sprach den ganzen Abend kein Wort mehr.,böse,Er nahm die Bemerkung böse auf und sprach den ganzen Abend kein Wort mehr.,He took the remark badly and did not say another word all evening.,Il a mal pris la remarque et n'a plus dit un mot de toute la soirée.,böse = unpleasantly,"böse = désagréablement, avec colère",,
81,"Sie war _____ überrascht, als sie von der plötzlichen Entscheidung erfuhr.",böse,"Sie war böse überrascht, als sie von der plötzlichen Entscheidung erfuhr.",She was unpleasantly surprised when she learned about the sudden decision.,Elle a été désagréablement surprise lorsqu'elle a appris cette décision soudaine.,böse = unpleasantly,"böse = désagréablement, avec colère",,
81,"Der Direktor reagierte _____, nachdem er von dem Vorfall erfahren hatte.",böse,"Der Direktor reagierte böse, nachdem er von dem Vorfall erfahren hatte.",The headmaster reacted angrily after learning about the incident.,Le directeur a réagi avec colère après avoir appris l'incident.,böse = unpleasantly,"böse = désagréablement, avec colère",,
81,"Der Professor sprach _____ genug, sodass ihn auch die Studierenden in der letzten Reihe verstehen konnten.",laut,"Der Professor sprach laut genug, sodass ihn auch die Studierenden in der letzten Reihe verstehen konnten.",The professor spoke loudly enough for even the students in the last row to understand him.,Le professeur parlait assez fort pour que même les étudiants du dernier rang puissent le comprendre.,laut = loudly,"laut = fort, avec un volume élevé",,
81,"Als der Feueralarm losging, rief jemand _____ nach dem Sicherheitsdienst.",laut,"Als der Feueralarm losging, rief jemand laut nach dem Sicherheitsdienst.","When the fire alarm went off, someone called loudly for the security staff.","Lorsque l'alarme incendie s'est déclenchée, quelqu'un a appelé fort le service de sécurité.",laut = loudly,"laut = fort, avec un volume élevé",,
81,"Obwohl alle anderen flüsterten, lachte er _____, sodass sich mehrere Personen nach ihm umdrehten.",laut,"Obwohl alle anderen flüsterten, lachte er laut, sodass sich mehrere Personen nach ihm umdrehten.","Although everyone else was whispering, he laughed loudly, causing several people to turn around.","Bien que tous les autres chuchotaient, il a ri fort, si bien que plusieurs personnes se sont retournées.",laut = loudly,"laut = fort, avec un volume élevé",,
81,Nach der erfolgreichen Präsentation blickte sie _____ auf das Ergebnis ihrer monatelangen Arbeit.,stolz,Nach der erfolgreichen Präsentation blickte sie stolz auf das Ergebnis ihrer monatelangen Arbeit.,"After the successful presentation, she looked proudly at the result of her months of work.","Après la réussite de la présentation, elle regarda avec fierté le résultat de plusieurs mois de travail.",stolz = proudly,"stolz = fièrement, avec fierté",,
81,Die Kinder zeigten ihren Eltern _____ ihre selbst gebauten Modelle.,stolz,Die Kinder zeigten ihren Eltern stolz ihre selbst gebauten Modelle.,The children proudly showed their parents the models they had built themselves.,Les enfants montrèrent fièrement à leurs parents les modèles qu'ils avaient construits eux-mêmes.,stolz = proudly,"stolz = fièrement, avec fierté",,
81,Er erzählte _____ von seinem ersten selbst entwickelten Programm.,stolz,Er erzählte stolz von seinem ersten selbst entwickelten Programm.,He proudly talked about the first program he had developed himself.,Il parla fièrement du premier programme qu'il avait développé lui-même.,stolz = proudly,"stolz = fièrement, avec fierté",,
81,Nach der Fusion musste das Unternehmen seine internen Abläufe _____ organisieren.,neu,Nach der Fusion musste das Unternehmen seine internen Abläufe neu organisieren.,"After the merger, the company had to reorganize its internal processes from scratch / anew.","Après la fusion, l'entreprise a dû réorganiser entièrement ses processus internes.","neu = newly, anew",neu = à nouveau,,
81,"Nachdem sich die Rahmenbedingungen geändert hatten, wurde der Vorschlag _____ bewertet.",neu,"Nachdem sich die Rahmenbedingungen geändert hatten, wurde der Vorschlag neu bewertet.","After the circumstances had changed, the proposal was evaluated anew.","Après le changement des conditions, la proposition a été réévaluée à nouveau.","neu = newly, anew",neu = à nouveau,,
81,Wegen der zusätzlichen Informationen mussten wir unsere ursprüngliche Einschätzung _____ überdenken.,neu,Wegen der zusätzlichen Informationen mussten wir unsere ursprüngliche Einschätzung neu überdenken.,"Because of the additional information, we had to reconsider our original assessment afresh.","En raison des informations supplémentaires, nous avons dû revoir entièrement notre évaluation initiale.","neu = newly, anew",neu = à nouveau,,
81,Die vorgeschlagene Lösung hat sich _____ bereits in mehreren Pilotprojekten bewährt.,praktisch,Die vorgeschlagene Lösung hat sich praktisch bereits in mehreren Pilotprojekten bewährt.,The proposed solution has practically already proven itself in several pilot projects.,La solution proposée a pratiquement déjà fait ses preuves dans plusieurs projets pilotes.,praktisch = practically,praktisch = pratiquement,,
81,"Neue Mitarbeitende lernen _____ am schnellsten, wenn sie erfahrene Kollegen begleiten.",praktisch,"Neue Mitarbeitende lernen praktisch am schnellsten, wenn sie erfahrene Kollegen begleiten.",New employees learn in practice the fastest by shadowing experienced colleagues.,Les nouveaux employés apprennent dans la pratique le plus rapidement en accompagnant des collègues expérimentés.,praktisch = practically,praktisch = pratiquement,,
81,"Die Theorie klingt überzeugend, lässt sich jedoch nicht ohne Weiteres _____ umsetzen.",praktisch,"Die Theorie klingt überzeugend, lässt sich jedoch nicht ohne Weiteres praktisch umsetzen.","The theory sounds convincing, but it cannot easily be implemented in practice.","La théorie semble convaincante, mais elle ne peut pas être mise en œuvre dans la pratique sans difficulté.",praktisch = practically,praktisch = pratiquement,,
81,"_____ könnte das Projekt schon nächste Woche beginnen, doch es fehlen noch einige Genehmigungen.",Theoretisch,"Theoretisch könnte das Projekt schon nächste Woche beginnen, doch es fehlen noch einige Genehmigungen.","Theoretically, the project could begin as early as next week, but some approvals are still missing.","Théoriquement, le projet pourrait commencer dès la semaine prochaine, mais il manque encore quelques autorisations.",theoretisch = theoretically,theoretisch = théoriquement,,
81,"Die Maschine ist _____ in der Lage, doppelt so viele Teile pro Stunde zu produzieren.",theoretisch,"Die Maschine ist theoretisch in der Lage, doppelt so viele Teile pro Stunde zu produzieren.","Theoretically, the machine is capable of producing twice as many parts per hour.","Théoriquement, la machine est capable de produire deux fois plus de pièces par heure.",theoretisch = theoretically,theoretisch = théoriquement,,
81,"_____ wäre eine Einigung möglich, sofern beide Seiten zu Kompromissen bereit wären.",Theoretisch,"Theoretisch wäre eine Einigung möglich, sofern beide Seiten zu Kompromissen bereit wären.","Theoretically, an agreement would be possible if both sides were willing to compromise.","Théoriquement, un accord serait possible si les deux parties étaient prêtes à faire des compromis.",theoretisch = theoretically,theoretisch = théoriquement,,
81,"Der Experte hat _____ darauf hingewiesen, dass die Sicherheitsvorschriften eingehalten werden müssen.",wiederholt,"Der Experte hat wiederholt darauf hingewiesen, dass die Sicherheitsvorschriften eingehalten werden müssen.",The expert has repeatedly pointed out that the safety regulations must be observed.,L'expert a à plusieurs reprises souligné que les règles de sécurité devaient être respectées.,wiederholt = repeatedly,wiederholt = à plusieurs reprises,,
