Nr,exercise,level,level_routledge,level_goethe,question,answer,german,english,french,plural,explanation_plural_english,explanation_plural_french,explanation_english_,explanation_french_,explanation_english,explanation_french
1466,75,B2,B1,B2,_____ Akademie,die,die Akademie,the academy,l'académie,die Akademien,<br><br>Plural: die Akademien,<br><br>Pluriel: die Akademien,Words finishing in <i>-ie</i> are usually Feminine,Les noms communs se terminant par <i>-ie</i> sont généralement Féminins,<br><br>Plural: die Akademien<br><br>Words finishing in <i>-ie</i> are usually Feminine,<br><br>Pluriel: die Akademien<br><br>Les noms communs se terminant par <i>-ie</i> sont généralement Féminins
1467,75,B2,B1,B2,_____ Anfrage,die,die Anfrage,the request,la demande,die Anfragen,<br><br>Plural: die Anfragen,<br><br>Pluriel: die Anfragen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Anfragen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Anfragen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1468,75,B2,B1,B2,_____ Aufführung,die,die Aufführung,the performance,la performance,die Aufführungen,<br><br>Plural: die Aufführungen,<br><br>Pluriel: die Aufführungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Aufführungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Aufführungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
1469,75,B2,B1,B2,_____ Auflage,die,die Auflage,the edition,l'édition,die Auflagen,<br><br>Plural: die Auflagen,<br><br>Pluriel: die Auflagen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Auflagen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Auflagen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1470,75,B2,B1,B2,_____ Ausbau,der,der Ausbau,the expansion,l'expansion,die Ausbaue,<br><br>Plural: die Ausbaue,<br><br>Pluriel: die Ausbaue,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Ausbaue<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Ausbaue<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
1471,75,B2,B1,B2,_____ Bär,der,der Bär,the bear,l'ours,die Bären,<br><br>Plural: die Bären,<br><br>Pluriel: die Bären,,,<br><br>Plural: die Bären,<br><br>Pluriel: die Bären
1472,75,B2,B1,B2,_____ Bedenken,das,das Bedenken,the concern,la préoccupation,die Bedenken,<br><br>Plural: die Bedenken,<br><br>Pluriel: die Bedenken,Words formed from verb stems that end in <i>-en</i> are usually Neuter,Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres,<br><br>Plural: die Bedenken<br><br>Words formed from verb stems that end in <i>-en</i> are usually Neuter,<br><br>Pluriel: die Bedenken<br><br>Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres
1473,75,B2,B1,B2,_____ Erfüllung,die,die Erfüllung,the fulfillment,l'accomplissement,die Erfüllungen,<br><br>Plural: die Erfüllungen,<br><br>Pluriel: die Erfüllungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Erfüllungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Erfüllungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
1474,75,B2,B1,B2,_____ Führer,der,der Führer,the leader,le leader,die Führer,<br><br>Plural: die Führer,<br><br>Pluriel: die Führer,"Words designating Men, including through professions and nationalities, are Masculine","Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins","<br><br>Plural: die Führer<br><br>Words designating Men, including through professions and nationalities, are Masculine","<br><br>Pluriel: die Führer<br><br>Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins"
1475,75,B2,B1,B2,_____ Fusion,die,die Fusion,the merger,la fusion,die Fusionen,<br><br>Plural: die Fusionen,<br><br>Pluriel: die Fusionen,Words finishing in <i>-ion</i> are usually Feminine,Les noms communs se terminant par <i>-ion</i> sont généralement Féminins,<br><br>Plural: die Fusionen<br><br>Words finishing in <i>-ion</i> are usually Feminine,<br><br>Pluriel: die Fusionen<br><br>Les noms communs se terminant par <i>-ion</i> sont généralement Féminins
1476,76,B2,B1,B2,_____ Geruch,der,der Geruch,the smell,l'odeur,die Gerüche,<br><br>Plural: die Gerüche,<br><br>Pluriel: die Gerüche,,,<br><br>Plural: die Gerüche,<br><br>Pluriel: die Gerüche
1477,76,B2,B1,B2,_____ Gleichgewicht,das,das Gleichgewicht,the balance,l'équilibre,die Gleichgewichte,<br><br>Plural: die Gleichgewichte,<br><br>Pluriel: die Gleichgewichte,,,<br><br>Plural: die Gleichgewichte,<br><br>Pluriel: die Gleichgewichte
1478,76,B2,B1,B2,_____ Investor,der,der Investor,the investor,l'investisseur,die Investoren,<br><br>Plural: die Investoren,<br><br>Pluriel: die Investoren,Words finishing in <i>-or</i> are usually Masculine,Les noms communs se terminant par <i>-or</i> sont généralement Masculins,<br><br>Plural: die Investoren<br><br>Words finishing in <i>-or</i> are usually Masculine,<br><br>Pluriel: die Investoren<br><br>Les noms communs se terminant par <i>-or</i> sont généralement Masculins
1479,76,B2,B1,B2,_____ Kerl,der,der Kerl,the guy,le gars,die Kerle,<br><br>Plural: die Kerle,<br><br>Pluriel: die Kerle,"Words designating Men, including through professions and nationalities, are Masculine","Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins","<br><br>Plural: die Kerle<br><br>Words designating Men, including through professions and nationalities, are Masculine","<br><br>Pluriel: die Kerle<br><br>Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins"
1480,76,B2,B1,B2,_____ Komponist,der,der Komponist,the composer,le compositeur,die Komponisten,<br><br>Plural: die Komponisten,<br><br>Pluriel: die Komponisten,"Words designating Men, including through professions and nationalities, are Masculine","Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins","<br><br>Plural: die Komponisten<br><br>Words designating Men, including through professions and nationalities, are Masculine","<br><br>Pluriel: die Komponisten<br><br>Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins"
1481,76,B2,B1,B2,_____ Labor,das,das Labor,the laboratory,le laboratoire,die Labors,<br><br>Plural: die Labors,<br><br>Pluriel: die Labors,,,<br><br>Plural: die Labors,<br><br>Pluriel: die Labors
1482,76,B2,B1,B2,_____ Landkreis,der,der Landkreis,the district,le district,die Landkreise,<br><br>Plural: die Landkreise,<br><br>Pluriel: die Landkreise,,,<br><br>Plural: die Landkreise,<br><br>Pluriel: die Landkreise
1483,76,B2,B1,B2,_____ Mittelalter,das,das Mittelalter,the Middle Ages,le Moyen Âge,,​,​,,,​,​
1484,76,B2,B1,B2,_____ Moderne,die,die Moderne,the modernity,la modernité,,​,​,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,​<br><br>Most words finishing in <i>-e</i> are Feminine,​<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1485,76,B2,B1,B2,_____ Pflege,die,die Pflege,the care,les soins,,​,​,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,​<br><br>Most words finishing in <i>-e</i> are Feminine,​<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1486,76,B2,B1,B2,_____ Plattform,die,die Plattform,the platform,la plateforme,die Plattformen,<br><br>Plural: die Plattformen,<br><br>Pluriel: die Plattformen,,,<br><br>Plural: die Plattformen,<br><br>Pluriel: die Plattformen
1487,76,B2,B1,B2,_____ Posten,der,der Posten,the position,la position,die Posten,<br><br>Plural: die Posten,<br><br>Pluriel: die Posten,,,<br><br>Plural: die Posten,<br><br>Pluriel: die Posten
1488,76,B2,B1,B2,_____ Regime,das,das Regime,the regime,le régime,die Regime,<br><br>Plural: die Regime,<br><br>Pluriel: die Regime,,,<br><br>Plural: die Regime,<br><br>Pluriel: die Regime
1489,76,B2,B1,B2,_____ Rücktritt,der,der Rücktritt,the resignation,la démission,die Rücktritte,<br><br>Plural: die Rücktritte,<br><br>Pluriel: die Rücktritte,,,<br><br>Plural: die Rücktritte,<br><br>Pluriel: die Rücktritte
1490,76,B2,B1,B2,_____ Solidarität,die,die Solidarität,the solidarity,la solidarité,die Solidaritäten,<br><br>Plural: die Solidaritäten,<br><br>Pluriel: die Solidaritäten,Words finishing in <i>-tät</i> are Feminine,Les noms communs se terminant par <i>-tät</i> sont Féminins,<br><br>Plural: die Solidaritäten<br><br>Words finishing in <i>-tät</i> are Feminine,<br><br>Pluriel: die Solidaritäten<br><br>Les noms communs se terminant par <i>-tät</i> sont Féminins
1491,76,B2,B1,B2,_____ Stabilität,die,die Stabilität,the stability,la stabilité,,​,​,Words finishing in <i>-tät</i> are Feminine,Les noms communs se terminant par <i>-tät</i> sont Féminins,​<br><br>Words finishing in <i>-tät</i> are Feminine,​<br><br>Les noms communs se terminant par <i>-tät</i> sont Féminins
1492,76,B2,B1,B2,_____ Status,der,der Status,the status,le statut,die Status,<br><br>Plural: die Status,<br><br>Pluriel: die Status,,,<br><br>Plural: die Status,<br><br>Pluriel: die Status
1493,76,B2,B1,B2,_____ Überblick,der,der Überblick,the overview,l'aperçu,die Überblicke,<br><br>Plural: die Überblicke,<br><br>Pluriel: die Überblicke,,,<br><br>Plural: die Überblicke,<br><br>Pluriel: die Überblicke
1494,76,B2,B1,B2,_____ Unsicherheit,die,die Unsicherheit,the uncertainty,l'incertitude,die Unsicherheiten,<br><br>Plural: die Unsicherheiten,<br><br>Pluriel: die Unsicherheiten,Words finishing in <i>-heit</i> are Feminine,Les noms communs se terminant par <i>-heit</i> sont Féminins,<br><br>Plural: die Unsicherheiten<br><br>Words finishing in <i>-heit</i> are Feminine,<br><br>Pluriel: die Unsicherheiten<br><br>Les noms communs se terminant par <i>-heit</i> sont Féminins
1495,76,B2,B1,B2,_____ Vorhang,der,der Vorhang,the curtain,le rideau,die Vorhänge,<br><br>Plural: die Vorhänge,<br><br>Pluriel: die Vorhänge,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Vorhänge<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Vorhänge<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
1496,77,B2,B1,B2,_____ Winkel,der,der Winkel,the angle,l'angle,die Winkel,<br><br>Plural: die Winkel,<br><br>Pluriel: die Winkel,,,<br><br>Plural: die Winkel,<br><br>Pluriel: die Winkel
1497,77,B2,B1,B2,_____ Zitat,das,das Zitat,the quote,la citation,die Zitate,<br><br>Plural: die Zitate,<br><br>Pluriel: die Zitate,,,<br><br>Plural: die Zitate,<br><br>Pluriel: die Zitate
1498,77,B2,B1,B2,_____ Abgrenzung,die,die Abgrenzung,the demarcation,la démarcation,die Abgrenzungen,<br><br>Plural: die Abgrenzungen,<br><br>Pluriel: die Abgrenzungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Abgrenzungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Abgrenzungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
1499,77,B2,B1,B2,_____ Akt,der,der Akt,the act,la loi,die Akte,<br><br>Plural: die Akte,<br><br>Pluriel: die Akte,,,<br><br>Plural: die Akte,<br><br>Pluriel: die Akte
1500,77,B2,B1,B2,_____ Akteur,der,der Akteur,the actor,l'acteur,die Akteure,<br><br>Plural: die Akteure,<br><br>Pluriel: die Akteure,Words finishing in <i>-eur</i> are Masculine,Les noms communs se terminant par <i>-eur</i> sont Masculins,<br><br>Plural: die Akteure<br><br>Words finishing in <i>-eur</i> are Masculine,<br><br>Pluriel: die Akteure<br><br>Les noms communs se terminant par <i>-eur</i> sont Masculins
1501,77,B2,B1,B2,_____ Allianz,die,die Allianz,the alliance,l'alliance,die Allianzen,<br><br>Plural: die Allianzen,<br><br>Pluriel: die Allianzen,Words finishing in <i>-anz</i> are usually Feminine,Les noms communs se terminant par <i>-anz</i> sont Féminins,<br><br>Plural: die Allianzen<br><br>Words finishing in <i>-anz</i> are usually Feminine,<br><br>Pluriel: die Allianzen<br><br>Les noms communs se terminant par <i>-anz</i> sont Féminins
1502,77,B2,B1,B2,_____ Armut,die,die Armut,the poverty,la pauvreté,,​,​,,,​,​
1503,77,B2,B1,B2,_____ Ausgleich,der,der Ausgleich,the compensation,la compensation,die Ausgleiche,<br><br>Plural: die Ausgleiche,<br><br>Pluriel: die Ausgleiche,Words finishing in <i>-ich</i> are usually Masculine,Les noms communs se terminant par <i>-ich</i> sont généralement Masculins,<br><br>Plural: die Ausgleiche<br><br>Words finishing in <i>-ich</i> are usually Masculine,<br><br>Pluriel: die Ausgleiche<br><br>Les noms communs se terminant par <i>-ich</i> sont généralement Masculins
1504,77,B2,B1,B2,_____ Begeisterung,die,die Begeisterung,the enthusiasm,l'enthousiasme,die Begeisterungen,<br><br>Plural: die Begeisterungen,<br><br>Pluriel: die Begeisterungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Begeisterungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Begeisterungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
1505,77,B2,B1,B2,_____ Bezirk,der,der Bezirk,the district,le district,die Bezirke,<br><br>Plural: die Bezirke,<br><br>Pluriel: die Bezirke,,,<br><br>Plural: die Bezirke,<br><br>Pluriel: die Bezirke
1506,77,B2,B1,B2,_____ Diagnose,die,die Diagnose,the diagnosis,le diagnostic,die Diagnosen,<br><br>Plural: die Diagnosen,<br><br>Pluriel: die Diagnosen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Diagnosen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Diagnosen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1507,77,B2,B1,B2,_____ Dunkel,das,das Dunkel,the darkness,l'obscurité,,​,​,,,​,​
1508,77,B2,B1,B2,_____ Durchmesser,der,der Durchmesser,the diameter,le diamètre,die Durchmesser,<br><br>Plural: die Durchmesser,<br><br>Pluriel: die Durchmesser,,,<br><br>Plural: die Durchmesser,<br><br>Pluriel: die Durchmesser
1509,77,B2,B1,B2,_____ Felsen,der,der Felsen,the rocks,les rochers,die Felsen,<br><br>Plural: die Felsen,<br><br>Pluriel: die Felsen,,,<br><br>Plural: die Felsen,<br><br>Pluriel: die Felsen
1510,77,B2,B1,B2,_____ Fräulein,das,das Fräulein,the young lady,la jeune femme,die Fräulein,<br><br>Plural: die Fräulein,<br><br>Pluriel: die Fräulein,Words finishing with the suffixes <i>-chen</i> and <i>-lein</i> are Neuter,Les noms communs se terminant par les suffixes <i>-chen</i> et <i>-lein</i> sont Neutres,<br><br>Plural: die Fräulein<br><br>Words finishing with the suffixes <i>-chen</i> and <i>-lein</i> are Neuter,<br><br>Pluriel: die Fräulein<br><br>Les noms communs se terminant par les suffixes <i>-chen</i> et <i>-lein</i> sont Neutres
1511,77,B2,B1,B2,_____ Friedhof,der,der Friedhof,the cemetery,le cimetière,die Friedhöfe,<br><br>Plural: die Friedhöfe,<br><br>Pluriel: die Friedhöfe,,,<br><br>Plural: die Friedhöfe,<br><br>Pluriel: die Friedhöfe
1512,77,B2,B1,B2,_____ Front,die,die Front,the front,le devant,die Fronten,<br><br>Plural: die Fronten,<br><br>Pluriel: die Fronten,,,<br><br>Plural: die Fronten,<br><br>Pluriel: die Fronten
1513,77,B2,B1,B2,_____ Fülle,die,die Fülle,the abundance,l'abondance,die Füllen,<br><br>Plural: die Füllen,<br><br>Pluriel: die Füllen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Füllen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Füllen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
