exercise,level,level_routledge,level_goethe,question,answer,german,english,french,explanation_english_,explanation_french_,explanation_english,explanation_french
72,B2,B1,B2,die Akademie,Akademien,die Akademien,the academy,l'académie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
72,B2,B1,B2,die Anfrage,Anfragen,die Anfragen,the request,la demande,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
72,B2,B1,B2,die Aufführung,Aufführungen,die Aufführungen,the performance,la performance,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
72,B2,B1,B2,die Auflage,Auflagen,die Auflagen,the edition,l'édition,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
72,B2,B1,B2,der Ausbau,Ausbaue,die Ausbaue,the expansion,l'expansion,,,​,​
72,B2,B1,B2,der Bär,Bären,die Bären,the bear,l'ours,,,​,​
72,B2,B1,B2,das Bedenken,Bedenken,die Bedenken,the concern,la préoccupation,,,​,​
72,B2,B1,B2,die Erfüllung,Erfüllungen,die Erfüllungen,the fulfillment,l'accomplissement,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
72,B2,B1,B2,der Führer,Führer,die Führer,the leader,le leader,,,​,​
72,B2,B1,B2,die Fusion,Fusionen,die Fusionen,the merger,la fusion,,,​,​
72,B2,B1,B2,der Geruch,Gerüche,die Gerüche,the smell,l'odeur,,,​,​
72,B2,B1,B2,das Gleichgewicht,Gleichgewichte,die Gleichgewichte,the balance,l'équilibre,,,​,​
72,B2,B1,B2,der Investor,Investoren,die Investoren,the investor,l'investisseur,,,​,​
72,B2,B1,B2,der Kerl,Kerle,die Kerle,the guy,le gars,,,​,​
72,B2,B1,B2,der Komponist,Komponisten,die Komponisten,the composer,le compositeur,,,​,​
72,B2,B1,B2,das Labor,Labors,die Labors,the laboratory,le laboratoire,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
72,B2,B1,B2,der Landkreis,Landkreise,die Landkreise,the district,le district,,,​,​
72,B2,B1,B2,die Plattform,Plattformen,die Plattformen,the platform,la plateforme,,,​,​
72,B2,B1,B2,der Posten,Posten,die Posten,the position,la position,,,​,​
72,B2,B1,B2,das Regime,Regime,die Regime,the regime,le régime,,,​,​
73,B2,B1,B2,der Rücktritt,Rücktritte,die Rücktritte,the resignation,la démission,,,​,​
73,B2,B1,B2,die Solidarität,Solidaritäten,die Solidaritäten,the solidarity,la solidarité,,,​,​
73,B2,B1,B2,der Status,Status,die Status,the status,le statut,,,​,​
73,B2,B1,B2,der Überblick,Überblicke,die Überblicke,the overview,l'aperçu,,,​,​
73,B2,B1,B2,die Unsicherheit,Unsicherheiten,die Unsicherheiten,the uncertainty,l'incertitude,Words finishing in -heit add -en in their plural form,Les mots se terminant par -heit prennent la terminaison -en au pluriel,<br><br>Words finishing in -heit add -en in their plural form,<br><br>Les mots se terminant par -heit prennent la terminaison -en au pluriel
73,B2,B1,B2,der Vorhang,Vorhänge,die Vorhänge,the curtain,le rideau,,,​,​
73,B2,B1,B2,der Winkel,Winkel,die Winkel,the angle,l'angle,,,​,​
73,B2,B1,B2,das Zitat,Zitate,die Zitate,the quote,la citation,,,​,​
73,B2,B1,B2,die Abgrenzung,Abgrenzungen,die Abgrenzungen,the demarcation,la démarcation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
73,B2,B1,B2,der Akt,Akte,die Akte,the act,la loi,,,​,​
73,B2,B1,B2,der Akteur,Akteure,die Akteure,the actor,l'acteur,,,​,​
73,B2,B1,B2,die Allianz,Allianzen,die Allianzen,the alliance,l'alliance,,,​,​
73,B2,B1,B2,der Ausgleich,Ausgleiche,die Ausgleiche,the compensation,la compensation,,,​,​
73,B2,B1,B2,die Begeisterung,Begeisterungen,die Begeisterungen,the enthusiasm,l'enthousiasme,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
73,B2,B1,B2,der Bezirk,Bezirke,die Bezirke,the district,le district,,,​,​
73,B2,B1,B2,die Diagnose,Diagnosen,die Diagnosen,the diagnosis,le diagnostic,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
73,B2,B1,B2,der Durchmesser,Durchmesser,die Durchmesser,the diameter,le diamètre,,,​,​
73,B2,B1,B2,der Felsen,Felsen,die Felsen,the rocks,les rochers,,,​,​
73,B2,B1,B2,das Fräulein,Fräulein,die Fräulein,the young lady,la jeune femme,,,​,​
73,B2,B1,B2,der Friedhof,Friedhöfe,die Friedhöfe,the cemetery,le cimetière,,,​,​
74,B2,B1,B2,die Front,Fronten,die Fronten,the front,le devant,,,​,​
74,B2,B1,B2,die Fülle,Füllen,die Füllen,the abundance,l'abondance,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
74,B2,B1,B2,das Geschäftsjahr,Geschäftsjahre,die Geschäftsjahre,the financial year,l'exercice financier,,,​,​
74,B2,B1,B2,die Großstadt,Großstädte,die Großstädte,the big city,la grande ville,,,​,​
74,B2,B1,B2,der Hang,Hänge,die Hänge,the slope,la pente,,,​,​
74,B2,B1,B2,der Kongress,Kongresse,die Kongresse,the congress,le congrès,,,​,​
74,B2,B1,B2,der Nachweis,Nachweise,die Nachweise,the proof,la preuve,,,​,​
74,B2,B1,B2,die Orientierung,Orientierungen,die Orientierungen,the orientation,l'orientation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
74,B2,B1,B2,der Personenkraftwagen,Personenkraftwagen,die Personenkraftwagen,the passenger car,la voiture de tourisme,,,​,​
74,B2,B1,B2,der Rhythmus,Rhythmen,die Rhythmen,the rhythm,le rythme,,,​,​
74,B2,B1,B2,die Rücksicht,Rücksichten,die Rücksichten,the consideration,la considération,,,​,​
74,B2,B1,B2,der Senat,Senate,die Senate,the Senate,le sénat,,,​,​
74,B2,B1,B2,die Steuerung,Steuerungen,die Steuerungen,the control,le contrôle,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
74,B2,B1,B2,das Universum,Universen,die Universen,the universe,l'univers,,,​,​
74,B2,B1,B2,die Vereinigung,Vereinigungen,die Vereinigungen,the association,l'association,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
74,B2,B1,B2,die Volkshochschule,Volkshochschulen,die Volkshochschulen,the adult education center,le centre d'éducation des adultes,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
74,B2,B1,B2,die Wahrscheinlichkeit,Wahrscheinlichkeiten,die Wahrscheinlichkeiten,the probability,la probabilité,Words finishing in -keit add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -keit add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
74,B2,B1,B2,die Wange,Wangen,die Wangen,the cheek,la joue,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
74,B2,B1,B2,die Zunahme,Zunahmen,die Zunahmen,the increase,l'augmentation,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
74,B2,B1,B2,die Ablehnung,Ablehnungen,die Ablehnungen,the rejection,le rejet,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
75,B2,B1,B2,die Abstimmung,Abstimmungen,die Abstimmungen,the vote,le vote,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
75,B2,B1,B2,die Anordnung,Anordnungen,die Anordnungen,the arrangement,l'arrangement,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
75,B2,B1,B2,die Anregung,Anregungen,die Anregungen,the suggestion,la suggestion,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
75,B2,B1,B2,der Aufsatz,Aufsätze,die Aufsätze,the essay,l'essai,,,​,​
75,B2,B1,B2,die Bakterie,Bakterien,die Bakterien,the bacterium,la bactérie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
75,B2,B1,B2,der Befund,Befunde,die Befunde,the finding,la découverte,,,​,​
75,B2,B1,B2,die Bemühung,Bemühungen,die Bemühungen,the effort,l'effort,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
75,B2,B1,B2,der Beobachter,Beobachter,die Beobachter,the observer,l'observateur,,,​,​
75,B2,B1,B2,der Berater,Berater,die Berater,the consultant,le consultant,,,​,​
75,B2,B1,B2,der Betrachter,Betrachter,die Betrachter,the viewer,le spectateur,,,​,​
75,B2,B1,B2,das Betriebssystem,Betriebssysteme,die Betriebssysteme,the operating system,le système d'exploitation,,,​,​
75,B2,B1,B2,die Blüte,Blüten,die Blüten,the flower,la fleur,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
75,B2,B1,B2,die Datenverarbeitung,Datenverarbeitungen,die Datenverarbeitungen,data processing,l'informatique,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
75,B2,B1,B2,der Eigentümer,Eigentümer,die Eigentümer,the owner,le propriétaire,,,​,​
75,B2,B1,B2,das Ensemble,Ensembles,die Ensembles,the ensemble,l'ensemble,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
75,B2,B1,B2,die Faust,Fäuste,die Fäuste,the fist,le poing,,,​,​
75,B2,B1,B2,die Genehmigung,Genehmigungen,die Genehmigungen,the approval,l'approbation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
