Nr,exercise,original_exercise,question,answer,german,english,french,person,preposition,article,combination,case_english_,case_french_,gender_english,gender_french,explanation_english,explanation_french,case_english,case_french
929,31,6,Sie ist stolz _____ Team nach dem erfolgreichen Projektabschluss.,auf ihr,Sie ist stolz auf ihr Team nach dem erfolgreichen Projektabschluss.,She is proud of her team after the successful project completion.,Elle est fière de son équipe après la réussite du projet.,ihr,auf,ihr,stolz auf sein,Accusative,Accusatif,Neuter,Neutre,to be proud of = stolz auf sein + Accusative<br>to introduce an object of focus or a target → auf + Acc.,être fier de = stolz auf sein + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.,", Accusative",", Accusatif"
930,32,6,"Die Eltern sind stolz _____ Tochter, die ein Stipendium für die Universität bekommen hat.",auf ihre,"Die Eltern sind stolz auf ihre Tochter, die ein Stipendium für die Universität bekommen hat.",The parents are proud of their daughter who received a scholarship for university.,Les parents sont fiers de leur fille qui a obtenu une bourse pour l’université.,ihr,auf,ihre,stolz auf sein,Accusative,Accusatif,Feminine,Féminin,to be proud of = stolz auf sein + Accusative<br>to introduce an object of focus or a target → auf + Acc.,être fier de = stolz auf sein + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.,", Accusative",", Accusatif"
931,30,6,Er ist bekannt _____ Kollegen für seine Zuverlässigkeit.,bei seinen,Er ist bekannt bei seinen Kollegen für seine Zuverlässigkeit.,He is known by his colleagues for his reliability.,Il est connu par ses collègues pour sa fiabilité.,sein,bei,seinen,bekannt bei sein,Dative,Datif,Plural,Pluriel,"to be known to, with = bekannt bei sein + Dative<br>to introduce a context or a situation → bei + Dat.",être connu auprès de = bekannt bei sein + Datif<br>pour introduire un contexte ou une situation → bei + Dat.,", Dative",", Datif"
932,31,6,Er ist aufgeregt _____ Neuigkeiten.,über die,Er ist aufgeregt über die Neuigkeiten.,He is excited about the news.,Il est enthousiasmé par la nouvelle.,der/die/das,über,die,aufgeregt über sein,Accusative,Accusatif,Plural,Pluriel,to be excited about = aufgeregt über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être enthousiasmé à propos de = aufgeregt über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
933,32,6,Die Kinder sind aufgeregt _____ bevorstehende Fest.,über das,Die Kinder sind aufgeregt über das bevorstehende Fest.,The children are excited about the upcoming celebration.,Les enfants sont enthousiasmés par la célébration à venir.,der/die/das,über,das,aufgeregt über sein,Accusative,Accusatif,Neuter,Neutre,to be excited about = aufgeregt über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être enthousiasmé à propos de = aufgeregt über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
934,30,6,Sie war aufgeregt _____ Vorstellungsgespräch und konnte kaum schlafen.,über das,Sie war aufgeregt über das Vorstellungsgespräch und konnte kaum schlafen.,She was excited about the job interview and could hardly sleep.,Elle était excitée à propos de l’entretien d’embauche et n’a presque pas dormi.,der/die/das,über,das,aufgeregt über sein,Accusative,Accusatif,Neuter,Neutre,to be excited about = aufgeregt über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être enthousiasmé à propos de = aufgeregt über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
935,31,6,Ich bin froh _____ Entscheidung.,über deine,Ich bin froh über deine Entscheidung.,I am happy about your decision.,Je suis heureux de votre décision.,dein,über,deine,froh über sein,Accusative,Accusatif,Feminine,Féminin,to be happy about = froh über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être heureux de = froh über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
936,32,6,Sie ist froh _____ positive Entwicklung.,über die,Sie ist froh über die positive Entwicklung.,She is happy about the positive development.,Elle se réjouit de l’évolution positive.,der/die/das,über,die,froh über sein,Accusative,Accusatif,Feminine,Féminin,to be happy about = froh über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être heureux de = froh über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
937,30,6,"Wir sind froh _____ Ergebnis der Verhandlungen, das für alle fair ist.",über das,"Wir sind froh über das Ergebnis der Verhandlungen, das für alle fair ist.","We are glad about the outcome of the negotiations, which is fair for everyone.","Nous sommes heureux du résultat des négociations, qui est juste pour tout le monde.",der/die/das,über,das,froh über sein,Accusative,Accusatif,Neuter,Neutre,to be happy about = froh über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être heureux de = froh über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
938,31,6,Er ist abhängig _____ Unterstützung seiner Familie.,von der,Er ist abhängig von der Unterstützung seiner Familie.,He is dependent on his family's support.,Il dépend du soutien de sa famille.,der/die/das,von,der,abhängig von sein,Dative,Datif,Feminine,Féminin,to be dependent on = abhängig von sein + Dative<br>to introduce an origin or a starting point → von + Dat.,être dépendant de = abhängig von sein + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
939,32,6,Die Firma ist abhängig _____ Marktbedingungen.,von den,Die Firma ist abhängig von den Marktbedingungen.,The company is dependent on market conditions.,L'entreprise dépend des conditions du marché.,der/die/das,von,den,abhängig von sein,Dative,Datif,Plural,Pluriel,to be dependent on = abhängig von sein + Dative<br>to introduce an origin or a starting point → von + Dat.,être dépendant de = abhängig von sein + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
940,30,6,Viele Studenten sind finanziell abhängig _____ Eltern während des Studiums.,von ihren,Viele Studenten sind finanziell abhängig von ihren Eltern während des Studiums.,Many students are financially dependent on their parents during their studies.,De nombreux étudiants dépendent financièrement de leurs parents pendant leurs études.,ihr,von,ihren,abhängig von sein,Dative,Datif,Plural,Pluriel,to be dependent on = abhängig von sein + Dative<br>to introduce an origin or a starting point → von + Dat.,être dépendant de = abhängig von sein + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
941,31,6,Sie möchte finanziell unabhängig _____ Eltern sein.,von ihren,Sie möchte finanziell unabhängig von ihren Eltern sein.,She wants to be financially independent of her parents.,Elle veut être financièrement indépendante de ses parents.,ihr,von,ihren,unabhängig von sein,Dative,Datif,Plural,Pluriel,to be independent of = unabhängig von sein + Dative<br>to introduce an origin or a starting point → von + Dat.,être indépendant de = unabhängig von sein + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
942,32,6,Das Ergebnis ist unabhängig _____ Methode fast gleich.,von der,Das Ergebnis ist unabhängig von der Methode fast gleich.,"The result is almost the same, independent of the method.","Le résultat est presque identique, indépendamment de la méthode.",der/die/das,von,der,unabhängig von sein,Dative,Datif,Feminine,Féminin,to be independent of = unabhängig von sein + Dative<br>to introduce an origin or a starting point → von + Dat.,être indépendant de = unabhängig von sein + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
943,30,6,Nach der langen Wanderung war er durstig _____ kalten Getränk.,nach einem,Nach der langen Wanderung war er durstig nach einem kalten Getränk.,"After the long hike, he was thirsty for a cold drink.","Après la longue randonnée, il avait soif d’une boisson fraîche.",ein,nach,einem,durstig nach sein,Dative,Datif,Neuter,Neutre,to be thirsty for = durstig nach sein + Dative<br>to introduce the object of a search or a desire → nach + Dat.,"être avide de, avoir soif de = durstig nach sein + Datif<br>pour introduire l'objet d'une recherche ou d'un désir → nach + Dat.",", Dative",", Datif"
944,31,6,Nach dem intensiven Training war er hungrig _____ warmen Mahlzeit.,nach einer,Nach dem intensiven Training war er hungrig nach einer warmen Mahlzeit.,"After the intense training, he was hungry for a warm meal.","Après l’entraînement intensif, il avait faim d’un repas chaud.",der/die/das,nach,einer,hungrig nach sein,Dative,Datif,Feminine,Féminin,to be hungry for = hungrig nach sein + Dative<br>to introduce the object of a search or a desire → nach + Dat.,"être avide de, avoir faim de = hungrig nach sein + Datif<br>pour introduire l'objet d'une recherche ou d'un désir → nach + Dat.",", Dative",", Datif"
945,32,8,Sie ist endlich frei _____ Angst vor Versagen.,von ihrer,Sie ist endlich frei von ihrer Angst vor Versagen.,She is finally free from her fear of failure.,Elle est enfin libérée de sa peur de l’échec.,ihr,von,ihrer,frei von sein,Dative,Datif,Feminine,Féminin,to be free from = frei von sein + Dative<br>to introduce a separation → von + Dat.,"être libre de, être exempt de = frei von sein + Datif<br>pour introduire une séparation → von + Dat.",", Dative",", Datif"
946,30,8,"Nach der Behandlung fühlte er sich frei _____ Schmerzen, die ihn monatelang geplagt hatten.",von den,"Nach der Behandlung fühlte er sich frei von den Schmerzen, die ihn monatelang geplagt hatten.","After the treatment, he felt free from the pain that had troubled him for months.","Après le traitement, il s’est senti libéré des douleurs qui le tourmentaient depuis des mois.",der/die/das,von,den,frei von sein,Dative,Datif,Plural,Pluriel,to be free from = frei von sein + Dative<br>to introduce a separation → von + Dat.,"être libre de, être exempt de = frei von sein + Datif<br>pour introduire une séparation → von + Dat.",", Dative",", Datif"
947,31,8,Ich bin ärgerlich _____ ständigen Verspätungen.,über die,Ich bin ärgerlich über die ständigen Verspätungen.,I am annoyed about the constant delays.,Je suis agacé par les retards constants.,der/die/das,über,die,ärgerlich über sein,Accusative,Accusatif,Plural,Pluriel,to be annoyed by a situation = ärgerlich über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être agacé par une situation = ärgerlich über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
948,32,8,Sie ist ärgerlich _____ Fehler im Bericht.,über den,Sie ist ärgerlich über den Fehler im Bericht.,She is annoyed about the mistake in the report.,Elle est agacée par l’erreur dans le rapport.,der/die/das,über,den,ärgerlich über sein,Accusative,Accusatif,Masculine,Masculin,to be annoyed by a situation = ärgerlich über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être agacé par une situation = ärgerlich über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
949,30,8,Der Chef war ärgerlich _____ schlechte Kommunikation im Team.,über die,Der Chef war ärgerlich über die schlechte Kommunikation im Team.,The boss was annoyed about the poor communication within the team.,Le patron était contrarié par la mauvaise communication au sein de l’équipe.,der/die/das,über,die,ärgerlich über sein,Accusative,Accusatif,Feminine,Féminin,to be annoyed by a situation = ärgerlich über sein + Accusative<br>to introduce an emotional theme → über + Acc.,être agacé par une situation = ärgerlich über sein + Accusatif<br>pour introduire un thème émotionnel → über + Acc.,", Accusative",", Accusatif"
950,31,8,"Sie ist ärgerlich _____ Kollegen, weil er das Meeting vergessen hat.",auf ihren,"Sie ist ärgerlich auf ihren Kollegen, weil er das Meeting vergessen hat.",She is annoyed with her colleague because he forgot the meeting.,Elle est ennuyée par son collègue parce qu’il a oublié la réunion.,ihr,auf,ihren,ärgerlich auf sein,Accusative,Accusatif,Masculine,Masculin,to be annoyed with somebody = ärgerlich auf sein + Accusative<br>to introduce an object of focus or a target → auf + Acc.,être agacé par quelqu'un = ärgerlich auf sein + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.,", Accusative",", Accusatif"
951,32,8,"Ich war ärgerlich _____ Bruder, weil er mein Fahrrad genommen hat.",auf meinen,"Ich war ärgerlich auf meinen Bruder, weil er mein Fahrrad genommen hat.",I was annoyed with my brother because he took my bike.,J’étais ennuyé par mon frère parce qu’il a pris mon vélo.,mein,auf,meinen,ärgerlich auf sein,Accusative,Accusatif,Masculine,Masculin,to be annoyed with somebody = ärgerlich auf sein + Accusative<br>to introduce an object of focus or a target → auf + Acc.,être agacé par quelqu'un = ärgerlich auf sein + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.,", Accusative",", Accusatif"
