Nr,exercise,question,answer,german,english,french,explanation_english,explanation_french,level,type
1376,70,,gestreift,streifen,"to wander, to drift","errer, dériver","streifen, streifte, gestreift","streifen, streifte, gestreift",C1,all
1377,70,,kaputtgegangen,kaputtgehen,"to break down, to break","se briser, se dégrader","kaputtgehen, ging kaputt, kaputtgegangen","kaputtgehen, ging kaputt, kaputtgegangen",C1,all
1378,70,,zusammengelebt,zusammenleben,"to live together, to cohabitate","vivre ensemble, cohabiter","zusammenleben, lebte zusammen, zusammengelebt","zusammenleben, lebte zusammen, zusammengelebt",C1,all
1379,70,,geröstet,rösten,"to roast, to calcine, to toast","rôtir, calciner, griller","rösten, röstete, geröstet","rösten, röstete, geröstet",C1,all
1380,70,,ausgeschlafen,ausschlafen,"to sleep in, to catch up on sleep","faire la grasse matinée, rattraper son sommeil","ausschlafen, schlief aus, ausgeschlafen","ausschlafen, schlief aus, ausgeschlafen",C1,all
1381,70,,abgeflogen,abfliegen,"to patrol, to depart, to fly along","patrouiller, partir, voler le long","abfliegen, flog ab, abgeflogen","abfliegen, flog ab, abgeflogen",C1,all
1382,71,,genordet,norden,to align to the north,s'aligner vers le nord,"norden, nordete, genordet","norden, nordete, genordet",C1,all
1383,71,,zugewiesen,zuweisen,"to assign, to allocate, to allot","attribuer, assigner, affecter","zuweisen, wies zu, zugewiesen","zuweisen, wies zu, zugewiesen",C1,all
1384,71,,kontaktiert,kontaktieren,to contact,contacter,"kontaktieren, kontaktierte, kontaktiert","kontaktieren, kontaktierte, kontaktiert",C1,all
1385,71,,berechtigt,berechtigen,"to authorize, to entitle to, to empower","autoriser, donner droit à, habiliter","berechtigen, berechtigte, berechtigt","berechtigen, berechtigte, berechtigt",C1,all
1386,71,,gewichen,weichen,to soften,adoucir,"weichen, wich, gewichen","weichen, wich, gewichen",C1,all
1387,71,,geschwollen,schwellen,"to swell, to expand, to rise","gonfler, enfler","schwellen, schwoll, geschwollen","schwellen, schwoll, geschwollen",C1,all
1388,71,,geschüttelt,schütteln,"to agitate, to shake, to jolt","agiter, secouer","schütteln, schüttelte, geschüttelt","schütteln, schüttelte, geschüttelt",C1,all
1389,71,,verkündet,verkünden,"to announce, to proclaim, to declare","annoncer, proclamer, déclarer","verkünden, verkündete, verkündet","verkünden, verkündete, verkündet",C1,all
1390,71,,erlitten,erleiden,"to endure, to suffer, to experience, to experience pain","endurer, souffrir, éprouver, ressentir de la douleur","erleiden, erlitt, erlitten","erleiden, erlitt, erlitten",C1,all
1391,71,,beschützt,beschützen,"to protect, to defend (security)","protéger, défendre (sécurité)","beschützen, beschützte, beschützt","beschützen, beschützte, beschützt",C1,all
1392,71,,geschuldet,schulden,"to owe, to be due to","devoir, être dû à","schulden, schuldete, geschuldet","schulden, schuldete, geschuldet",C1,all
1393,71,,gelauscht,lauschen,"to listen, to eavesdrop","écouter, espionner","lauschen, lauschte, gelauscht","lauschen, lauschte, gelauscht",C1,all
1394,71,,begrenzt,begrenzen,"to limit, to restrict, to bound","limiter, resteindre, confiner","begrenzen, begrenzte, begrenzt","begrenzen, begrenzte, begrenzt",C1,all
1395,71,,platziert,platzieren,"to place, to position, to be placed",placer,"platzieren, platzierte, platziert","platzieren, platzierte, platziert",C1,all
1396,71,,angefragt,anfragen,"to ask, to inquire, to enquire, to request",demander,"anfragen, fragte an, angefragt","anfragen, fragte an, angefragt",C1,all
1397,71,,deaktiviert,deaktivieren,"to deactivate, to disable",désactiver,"deaktivieren, deaktivierte, deaktiviert","deaktivieren, deaktivierte, deaktiviert",C1,all
1398,71,,geboten,gebieten,"to command, to demand, to bid, to dominate","dominer, ordonner","gebieten, gebot, geboten","gebieten, gebot, geboten",C1,all
1399,71,,geleitet,geleiten,"to accompany, to escort, to conduct",accompagner,"geleiten, geleitete, geleitet","geleiten, geleitete, geleitet",C1,all
1400,71,,gelistet,listen,"to list, to allow in, to lead as a series","énumérer, citer","listen, listete, gelistet","listen, listete, gelistet",C1,all
1401,71,,übermittelt,übermitteln,"to communicate, to deliver, to transmit","transmettre, communiquer","übermitteln, übermittelte, übermittelt","übermitteln, übermittelte, übermittelt",C1,all
1402,72,,gewertet,werten,"to assess, to consider, to value",évaluer,"werten, wertete, gewertet","werten, wertete, gewertet",C1,all
1403,72,,belebt,beleben,"to invigorate, to animate, to revive","animer, revivre, relancer","beleben, belebte, belebt","beleben, belebte, belebt",C1,all
1404,72,,erloschen,erlöschen,"to go out, to die out, to expire",s'éteindre,"erlöschen, erlosch, erloschen","erlöschen, erlosch, erloschen",C1,all
1405,72,,gediehen,gedeihen,"to flourish, to prosper, to thrive","prospérer, s'épanouir, croître, fleurir","gedeihen, gedieh, gediehen","gedeihen, gedieh, gediehen",C1,all
1406,72,,erstickt,ersticken,"to suffocate, to choke, to asphyxiate","étouffer, suffoquer","ersticken, erstickte, erstickt","ersticken, erstickte, erstickt",C1,all
1407,72,,abgekommen,abkommen,"to diverge, to deviate, to stray, to depart","s'éloigner, s'écarter, maigrir","abkommen, kam ab, abgekommen","abkommen, kam ab, abgekommen",C1,all
1408,72,,konstruiert,konstruieren,"to construct, to design, to build, to fabricate","construire, concevoir, bâtir, fabriquer","konstruieren, konstruierte, konstruiert","konstruieren, konstruierte, konstruiert",C1,all
1409,72,,angestiegen,ansteigen,"to rise, to increase, to ascend, to advance","s'élever, croître, monter, progresser","ansteigen, stieg an, angestiegen","ansteigen, stieg an, angestiegen",C1,all
1410,72,,angestrebt,anstreben,"to pursue, to seek, to strive for, to aim","poursuivre, chercher, s'efforcer d'obtenir, viser","anstreben, strebte an, angestrebt","anstreben, strebte an, angestrebt",C1,all
1411,72,,ausgestrahlt,ausstrahlen,"to emit, to broadcast, to radiate, to air","émettre, diffuser, rayonner","ausstrahlen, strahlte aus, ausgestrahlt","ausstrahlen, strahlte aus, ausgestrahlt",C1,all
1412,72,,eingetroffen,eintreffen,"to arrive, to come true, to happen","arriver, se réaliser, se produire","eintreffen, traf ein, eingetroffen","eintreffen, traf ein, eingetroffen",C1,all
1413,72,,erlangt,erlangen,"to attain, to achieve, to acquire, to obtain","atteindre, réaliser, acquérir, obtenir","erlangen, erlangte, erlangt","erlangen, erlangte, erlangt",C1,all
1414,72,,erlernt,erlernen,"to learn, to acquire, to master","apprendre, acquérir, maîtriser","erlernen, erlernte, erlernt","erlernen, erlernte, erlernt",C1,all
1415,72,,erörtert,erörtern,"to debate, to discuss, to argue, to dispute","débattre, discuter, argumenter, se disputer","erörtern, erörterte, erörtert","erörtern, erörterte, erörtert",C1,all
1416,72,,kompensiert,kompensieren,"to compensate, to offset, to adjust, to align","compenser, décaler, ajuster, aligner","kompensieren, kompensierte, kompensiert","kompensieren, kompensierte, kompensiert",C1,all
1417,72,,verschlossen,verschließen,"to close, to seal, to lock, to block","fermer, sceller, verrouiller, bloquer","verschließen, verschloss, verschlossen","verschließen, verschloss, verschlossen",C1,all
1418,72,,ausgearbeitet,ausarbeiten,"to develop, to draw up, to elaborate","développer, élaborer, mettre au point","ausarbeiten, arbeitete aus, ausgearbeitet","ausarbeiten, arbeitete aus, ausgearbeitet",C1,all
1419,72,,gewährt,währen,"to last, to persist","durer, persister","währen, währte, gewährt","währen, währte, gewährt",C1,all
1420,72,,verbrochen,verbrechen,to commit (a crime),commettre (un crime),"verbrechen, verbrach, verbrochen","verbrechen, verbrach, verbrochen",C1,all
1421,72,,geknotet,knoten,"to knot, to knit","nouer, tricoter","knoten, knotete, geknotet","knoten, knotete, geknotet",C1,all
1422,73,,navigiert,navigieren,"to navigate, to steer","naviguer, diriger","navigieren, navigierte, navigiert","navigieren, navigierte, navigiert",C1,all
1423,73,,zusammengestoßen,zusammenstoßen,"to collide, to brush, to bump","entrer en collision, se frôler, se heurter","zusammenstoßen, stieß zusammen, zusammengestoßen","zusammenstoßen, stieß zusammen, zusammengestoßen",C1,all
1424,73,,gemahlen,mahlen,"to grind, to mill, to crush","moudre, broyer, concasser","mahlen, mahlte, gemahlen","mahlen, mahlte, gemahlen",C1,all
1425,73,,geschmissen,schmeißen,"to throw, to chuck, to carry out","jeter, lancer, transporter","schmeißen, schmiss, geschmissen","schmeißen, schmiss, geschmissen",C1,all
1426,73,,verstoßen,verstoßen,"to breach, to transgress, to violate","enfreindre, transgresser, violer","verstoßen, verstieß, verstoßen","verstoßen, verstieß, verstoßen",C1,all
1427,73,,vermischt,vermischen,"to mix, to blend, to combine","mélanger, combiner","vermischen, vermischte, vermischt","vermischen, vermischte, vermischt",C1,all
1428,73,,beglichen,begleichen,"to acquit, to pay, to settle","acquitter, payer, régler","begleichen, beglich, beglichen","begleichen, beglich, beglichen",C1,all
1429,73,,gemindert,mindern,"to diminish, to lessen, to reduce","diminuer, réduire","mindern, minderte, gemindert","mindern, minderte, gemindert",C1,all
1430,73,,ausgestattet,ausstatten,"to equip, to outfit",équiper,"ausstatten, stattete aus, ausgestattet","ausstatten, stattete aus, ausgestattet",C1,all
1431,73,,angesiedelt,ansiedeln,"to settle, to establish, to allocate, to assign","régler, établir, allouer, attribuer","ansiedeln, siedelte an, angesiedelt","ansiedeln, siedelte an, angesiedelt",C1,all
1432,73,,konzipiert,konzipieren,"to design, to conceive, to conceptualize, to become pregnant","concevoir, imaginer, conceptualiser, tomber enceinte","konzipieren, konzipierte, konzipiert","konzipieren, konzipierte, konzipiert",C1,all
1433,73,,vorgebeugt,vorbeugen,"to bend forward, to forestall, to lean forward","se pencher en avant, prévenir","vorbeugen, beugte vor, vorgebeugt","vorbeugen, beugte vor, vorgebeugt",C1,all
1434,73,,zugelegt,zulegen,"to add, to gain, to increase, to put on weight, to draw","ajouter, gagner, augmenter, prendre du poids, tirer","zulegen, legte zu, zugelegt","zulegen, legte zu, zugelegt",C1,all
1435,73,,untergegangen,untergehen,"to sink, to be destroyed, to disappear","couler, être détruit, disparaître","untergehen, ging unter, untergegangen","untergehen, ging unter, untergegangen",C1,all
1436,73,,vorgewiesen,vorweisen,to demonstrate,démontrer,"vorweisen, wies vor, vorgewiesen","vorweisen, wies vor, vorgewiesen",C1,all
1437,73,,gelindert,lindern,"to alleviate, to relieve",soulager,"lindern, linderte, gelindert","lindern, linderte, gelindert",C1,all
1438,73,,gegönnt,gönnen,"to treat, to allow, to grant","traiter, permettre, accorder","gönnen, gönnte, gegönnt","gönnen, gönnte, gegönnt",C1,all
1439,73,,gesiezt,siezen,to address formally,s'adresser formellement,"siezen, siezte, gesiezt","siezen, siezte, gesiezt",C1,all
1440,73,,rasiert,rasieren,to shave (refl.),se raser (réfl.),"rasieren, rasierte, rasiert","rasieren, rasierte, rasiert",C1,all
1441,73,,aufgelistet,auflisten,"to list, to catalogue","lister, cataloguer","auflisten, listete auf, aufgelistet","auflisten, listete auf, aufgelistet",C1,all
1442,74,,bedeckt,bedecken,"to cover, to conceal, to overlay","couvrir, dissimuler, recouvrir","bedecken, bedeckte, bedeckt","bedecken, bedeckte, bedeckt",C1,all
1443,74,,bestritten,bestreiten,"to dispute, to contest","contester, disputer","bestreiten, bestritt, bestritten","bestreiten, bestritt, bestritten",C1,all
1444,74,,etabliert,etablieren,"to establish, to settle, to found, to arrange","établir, fonder, organiser, installer","etablieren, etablierte, etabliert","etablieren, etablierte, etabliert",C1,all
1445,74,,gehaftet,haften,"to adhere, to be liable","adhérer, être responsable","haften, haftete, gehaftet","haften, haftete, gehaftet",C1,all
1446,74,,herausgestellt,herausstellen,"to emphasize, to highlight, to put out","mettre en valeur, souligner, diffuser","herausstellen, stellte heraus, herausgestellt","herausstellen, stellte heraus, herausgestellt",C1,all
1447,74,,nachgegangen,nachgehen,"to pursue, to follow up","poursuivre, donner suite","nachgehen, ging nach, nachgegangen","nachgehen, ging nach, nachgegangen",C1,all
1448,74,,geneigt,neigen,"to lean, to tilt, to tend","s'incliner, pencher, tendre","neigen, neigte, geneigt","neigen, neigte, geneigt",C1,all
1449,74,,unterschätzt,unterschätzen,"to underestimate, to underrate, to undervalue","sous-estimer, sous-évaluer, dévaloriser","unterschätzen, unterschätzte, unterschätzt","unterschätzen, unterschätzte, unterschätzt",C1,all
1450,74,,veranschaulicht,veranschaulichen,"to illustrate, to clarify, to exemplify","illustrer, clarifier, donner un exemple","veranschaulichen, veranschaulichte, veranschaulicht","veranschaulichen, veranschaulichte, veranschaulicht",C1,all
1451,74,,geähnelt,ähneln,"to resemble, to be alike","ressembler, être semblable","ähneln, ähnelte, geähnelt","ähneln, ähnelte, geähnelt",C1,all
1452,74,,ausgenutzt,ausnutzen,"to exploit, to take advantage of, to use","exploiter, tirer profit de, utiliser","ausnutzen, nutzte aus, ausgenutzt","ausnutzen, nutzte aus, ausgenutzt",C1,all
1453,74,,beschafft,beschaffen,"to acquire, to obtain, to procure","acquérir, obtenir, se procurer","beschaffen, beschaffte, beschafft","beschaffen, beschaffte, beschafft",C1,all
1454,74,,eingeholt,einholen,"to catch up, to reel in, to obtain","rattraper, obtenir","einholen, holte ein, eingeholt","einholen, holte ein, eingeholt",C1,all
1455,74,,eingesehen,einsehen,"to realize, to understand, to recognize","réaliser, comprendre, reconnaître","einsehen, sah ein, eingesehen","einsehen, sah ein, eingesehen",C1,all
1456,74,,hervorgerufen,hervorrufen,"to cause, to elicit, to bring about","provoquer, susciter, entraîner","hervorrufen, rief hervor, hervorgerufen","hervorrufen, rief hervor, hervorgerufen",C1,all
1457,74,,hingenommen,hinnehmen,"to accept, to take, to abide","accepter, prendre, supporter","hinnehmen, nahm hin, hingenommen","hinnehmen, nahm hin, hingenommen",C1,all
1458,74,,sich geschämt,sich schämen,"to be ashamed of, to feel ashamed","avoir honte, ressentir de la honte","sich schämen, schämte sich, sich geschämt","sich schämen, schämte sich, sich geschämt",C1,all
1459,74,,verschärft,verschärfen,"to intensify, to sharpen, to tighten","intensifier, aiguiser, resserrer","verschärfen, verschärfte, verschärft","verschärfen, verschärfte, verschärft",C1,all
1460,74,,übersehen,übersehen,"to overlook, to miss, to ignore","négliger, manquer, ignorer","übersehen, übersah, übersehen","übersehen, übersah, übersehen",C1,all
1461,74,,weggezogen,wegziehen,"to move away, to leave","s'éloigner, partir","wegziehen, zog weg, weggezogen","wegziehen, zog weg, weggezogen",C1,all
1462,75,,sich gesonnt,sich sonnen,"to sun, to bask, to sunbath","bronzer, se prélasser au soleil, prendre un bain de soleil","sich sonnen, sonnte sich, sich gesonnt","sich sonnen, sonnte sich, sich gesonnt",C1,all
1463,75,,angeschaltet,anschalten,"to switch on, to turn on, to activate","allumer, mettre en marche, activer","anschalten, schaltete an, angeschaltet","anschalten, schaltete an, angeschaltet",C1,all
1464,75,,zurückgerufen,zurückrufen,"to call back, to recall","rappeler, se souvenir","zurückrufen, rief zurück, zurückgerufen","zurückrufen, rief zurück, zurückgerufen",C1,all
