exercise,level_verb,Nr_verb,answer,question,german,english,french,type,prefix,level_root,root_german,root_english,root_french,explanation_prefix_english,explanation_prefix_french,explanation_english_beta,explanation_french_beta
1006,D1,5259,versteigen,,,,,6. C2+,ver,A2,steigen,"to ascend, to climb, to rise","monter, grimper, s'élever",,,,
1006,D1,5260,versteinern,,,,,6. C2+,ver,,steinern,,,,,,
1006,D1,5261,verstetigen,,,,,6. C2+,ver,,stetigen,,,,,,
1006,D1,5262,versteuern,,,,,6. C2+,ver,B2,steuern,"to steer, to control, to govern","diriger, contrôler, gouverner",,,,
1006,D1,5263,verstimmen,,,,,6. C2+,ver,B1,stimmen,"to be true, to vote, to tune","être vrai, voter, s'accorder",,,,
1006,D1,5264,verstopfen,,,,,6. C2+,ver,C1,stopfen,"to stuff, to darn, to jam","bourrer, combler",,,,
1006,D1,5265,verstricken,,,,,6. C2+,ver,C1,stricken,to knit,tricoter,,,,
1006,D1,5266,verströmen,,,,,6. C2+,ver,C1,strömen,"to flow, to stream, to course","couler, ruisseler, suivre le cours",,,,
1006,D1,5267,verstummen,,,,,6. C2+,ver,,stummen,,,,,,
1006,D1,5268,verstören,,,,,6. C2+,ver,A2,stören,"to disturb, to interfere","déranger, interférer",,,,
1006,D1,5269,verstümmeln,,,,,6. C2+,ver,,stümmeln,,,,,,
1006,D1,5270,versöhnen,,,,,6. C2+,ver,,söhnen,,,,,,
1006,D1,5271,versüßen,,,,,6. C2+,ver,D1,süßen,,,,,,
1006,D1,5272,vertauschen,,,,,6. C2+,ver,C1,tauschen,"to swap, to trade, to exchange","échanger, troquer, échanger",,,,
1006,D1,5273,verteufeln,,,,,6. C2+,ver,,teufeln,,,,,,
1006,D1,5274,vertilgen,,,,,6. C2+,ver,D1,tilgen,,,,,,
1006,D1,5275,vertonen,,,,,6. C2+,ver,,tonen,,,,,,
1006,D1,5276,vertrocknen,,,,,6. C2+,ver,B2,trocknen,"to dry, to dehumidify","sécher, déshumidifier",,,,
1006,D1,5277,vertrösten,,,,,6. C2+,ver,C1,trösten,"to console, to comfort, to bring comfort to","consoler, réconforter, apporter du réconfort à",,,,
1006,D1,5278,vertun,,,,,6. C2+,ver,A1,tun,"to do, to do something to someone","faire, faire quelque chose à quelqu'un",,,,
1006,D1,5279,vertuschen,,,,,6. C2+,ver,,tuschen,,,,,,
1006,D1,5280,verunglimpfen,,,,,6. C2+,ver,,unglimpfen,,,,,,
1006,D1,5281,verunmöglichen,,,,,6. C2+,ver,,unmöglichen,,,,,,
1006,D1,5282,verunstalten,,,,,6. C2+,ver,,unstalten,,,,,,
1006,D1,5283,veruntreuen,,,,,6. C2+,ver,,untreuen,,,,,,
1006,D1,5284,vervielfachen,,,,,6. C2+,ver,,vielfachen,,,,,,
1006,D1,5285,vervielfältigen,,,,,6. C2+,ver,,vielfältigen,,,,,,
1006,D1,5286,vervierfachen,,,,,6. C2+,ver,,vierfachen,,,,,,
1006,D1,5287,vervollkommnen,,,,,6. C2+,ver,,vollkommnen,,,,,,
1006,D1,5288,verwachsen,,,,,6. C2+,ver,B1,wachsen,"to grow, to increase","grandir, augmenter",,,,
1006,D1,5289,verwahren,,,,,6. C2+,ver,C2,wahren,"to protect, to safeguard, to maintain, to preserve","protéger, sauvegarder, maintenir, préserver",,,,
1006,D1,5290,verwaisen,,,,,6. C2+,ver,,waisen,,,,,,
1006,D1,5291,verwarnen,,,,,6. C2+,ver,B2,warnen,"to warn, to caution","avertir, mettre en garde",,,,
1006,D1,5292,verweben,,,,,6. C2+,ver,C2,weben,"to weave, to fabricate","tisser, tramer",,,,
1006,D1,5293,verwildern,,,,,6. C2+,ver,D1,wildern,,,,,,
1006,D1,5294,verwinden,,,,,6. C2+,ver,C2,winden,,,,,,
1006,D1,5295,verwirken,,,,,6. C2+,ver,B1,wirken,"to have an effect, to work","avoir un effet, functionner",,,,
1006,D1,5296,verwischen,,,,,6. C2+,ver,C2,wischen,,,,,,
1006,D1,5297,verwitwen,,,,,6. C2+,ver,,witwen,,,,,,
1006,D1,5298,verwurzeln,,,,,6. C2+,ver,C2,wurzeln,,,,,,
1006,D1,5299,verwässern,,,,,6. C2+,ver,D1,wässern,,,,,,
1006,D1,5300,verwüsten,,,,,6. C2+,ver,,wüsten,,,,,,
1006,D1,5301,verzagen,,,,,6. C2+,ver,,zagen,,,,,,
1006,D1,5302,verzahnen,,,,,6. C2+,ver,,zahnen,,,,,,
1006,D1,5303,verzapfen,,,,,6. C2+,ver,C2,zapfen,"to tap, to connect, to drain, to draw",,,,,
1006,D1,5304,verzehnfachen,,,,,6. C2+,ver,,zehnfachen,,,,,,
1006,D1,5305,verzerren,,,,,6. C2+,ver,D1,zerren,,,,,,
1006,D1,5306,verzetteln,,,,,6. C2+,ver,,zetteln,,,,,,
1006,D1,5307,verzinken,,,,,6. C2+,ver,,zinken,,,,,,
1006,D1,5308,verzinsen,,,,,6. C2+,ver,D1,zinsen,,,,,,
1006,D1,5309,verzocken,,,,,6. C2+,ver,D1,zocken,,,,,,
1006,D1,5310,verzweigen,,,,,6. C2+,ver,,zweigen,,,,,,
1006,D1,5311,verzücken,,,,,6. C2+,ver,D1,zücken,,,,,,
1006,D1,5312,verängstigen,,,,,6. C2+,ver,D1,ängstigen,to frighten,effrayer,,,,
1006,D1,5313,veräppeln,,,,,6. C2+,ver,,äppeln,,,,,,
1006,D1,5314,verärgern,,,,,6. C2+,ver,B1,ärgern,"to annoy, to irritate, to anger","irriter, mettre en colère",,,,
1006,D1,5315,veröden,,,,,6. C2+,ver,,öden,,,,,,
1006,D1,5316,verübeln,,,,,6. C2+,ver,,übeln,,,,,,
1006,D1,5326,vorarbeiten,,,,,6. C2+,vor,A1,arbeiten,to work,travailler,,,,
1006,D1,5327,voraussagen,,,,,6. C2+,vor,C1,aussagen,"to testify, to state","témoigner, déclarer",,,,
1006,D1,5328,vorausschauen,,,,,6. C2+,vor,D1,ausschauen,,,,,,
1006,D1,5329,voraussehen,,,,,6. C2+,vor,A2,aussehen,"to look like, to appear","paraître, ressembler, apparaître",,,,
1006,D1,5330,vorbeibringen,,,,,6. C2+,vor,C1,beibringen,"to teach, to break (news, information) carefully to, to inflict","enseigner, annoncer (des nouvelles, des informations) avec précaution, infliger",,,,
1006,D1,5331,vorbeifahren,,,,,6. C2+,vor,,beifahren,,,,,,
1006,D1,5332,vorbeiführen,,,,,6. C2+,vor,,beiführen,,,,,,
1006,D1,5333,vorbeilaufen,,,,,6. C2+,vor,,beilaufen,,,,,,
1006,D1,5334,vorbeischrammen,,,,,6. C2+,vor,,beischrammen,,,,,,
1006,D1,5335,vorbeiziehen,,,,,6. C2+,vor,D1,beiziehen,,,,,,
1006,D1,5336,vordringen,,,,,6. C2+,vor,C1,dringen,"to insist, the seep, to penetrate","insister, s'infiltrer, pénétrer",,,,
1006,D1,5337,voreinstellen,,,,,6. C2+,vor,B2,einstellen,"to hire, to adjust, to stop","embaucher, ajuster, arrêter",,,,
1006,D1,5338,vorentscheiden,,,,,6. C2+,vor,A2,entscheiden,to decide,décider,,,,
1006,D1,5339,vorfallen,,,,,6. C2+,vor,B1,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer",,,,
1006,D1,5340,vorfinanzieren,,,,,6. C2+,vor,B2,finanzieren,"to finance, to fund","financer, financer",,,,
1006,D1,5341,vorgaukeln,,,,,6. C2+,vor,D1,gaukeln,,,,,,
1006,D1,5342,vorgreifen,,,,,6. C2+,vor,B1,greifen,"to grab, to grasp, to seize","saisir, s'emparer",,,,
1006,D1,5343,vorheizen,,,,,6. C2+,vor,B2,heizen,"to heat, to warm, to fuel","chauffer, se chauffer",,,,
1006,D1,5344,vorhersehen,,,,,6. C2+,vor,D1,hersehen,,,,,,
1006,D1,5345,vorinstallieren,,,,,6. C2+,vor,B2,installieren,"to install, to set up","installer, configurer",,,,
1006,D1,5346,vorladen,,,,,6. C2+,vor,B1,laden,"to load, to charge, to invite","charger, inviter",,,,
1006,D1,5347,vorlassen,,,,,6. C2+,vor,A2,lassen,"to let, to leave, to allow","laisser, quitter, permettre",,,,
1006,D1,5348,vorleben,,,,,6. C2+,vor,A1,leben,to live,vivre,,,,
1006,D1,5349,vormachen,,,,,6. C2+,vor,A1,machen,"to make, to prepare, to do","faire, préparer",,,,
1006,D1,5350,vormerken,,,,,6. C2+,vor,A2,merken,"to notice, to realise, to remember (refl.)","remarquer, se rendre compte, se souvenir (réfl.)",,,,
1006,D1,5351,vormontieren,,,,,6. C2+,vor,C2,montieren,,,,,,
1006,D1,5352,vorpreschen,,,,,6. C2+,vor,D1,preschen,,,,,,
1006,D1,5353,vorprogrammieren,,,,,6. C2+,vor,C2,programmieren,,,,,,
1006,D1,5354,vorrechnen,,,,,6. C2+,vor,B1,rechnen,"to calculate, to expect, to count on","calculer, s'attendre à, compter sur",,,,
1006,D1,5355,vorrücken,,,,,6. C2+,vor,B2,rücken,"to move, to shift, to edge, to advance","déplacer, décaler, border, avancer",,,,
1006,D1,5356,vorschieben,,,,,6. C2+,vor,B2,schieben,"to push, to shove, to wheel","pousser, bousculer, faire tourner",,,,
1006,D1,5357,vorschweben,,,,,6. C2+,vor,C1,schweben,"to over, to float, to glide","flotter, planer",,,,
1006,D1,5358,vorsetzen,,,,,6. C2+,vor,A2,setzen,"to set, to sit down (refl.)",s'asseoir (réfl.),,,,
1006,D1,5359,vorsingen,,,,,6. C2+,vor,A2,singen,to sing,chanter,,,,
1006,D1,5360,vorsorgen,,,,,6. C2+,vor,A2,sorgen,"to care, to worry","se soucier, s'inquiéter",,,,
1006,D1,5361,vorspielen,,,,,6. C2+,vor,A1,spielen,to play,jouer,,,,
1006,D1,5362,vorsprechen,,,,,6. C2+,vor,A1,sprechen,to speak,parler (une langue),,,,
1006,D1,5363,vorstoßen,,,,,6. C2+,vor,B2,stoßen,"to push, to bump, to kick, to thrust","pousser, cogner, donner un coup de pied",,,,
1006,D1,5364,vorverlegen,,,,,6. C2+,vor,C1,verlegen,"to install, to lay, to misplace, to publish","installer, poser, égarer, publier",,,,
1006,D1,5365,vorwarnen,,,,,6. C2+,vor,B2,warnen,"to warn, to caution","avertir, mettre en garde",,,,
1006,D1,5366,vorwegnehmen,,,,,6. C2+,vor,C1,wegnehmen,"to take away, to remove, to abstract, to cancel","enlever, supprimer, abstraire, annuler",,,,
1006,D1,5367,vorzeigen,,,,,6. C2+,vor,A1,zeigen,"to show, to point at, to demonstrate","montrer, pointer du doigt, démontrer",,,,
1006,D1,5381,wegblasen,,,,,6. C2+,weg,C1,blasen,"to blow, to play, to puff, to breathe on, to emit",souffler,,,,
1006,D1,5382,wegbleiben,,,,,6. C2+,weg,A1,bleiben,"to remain, to stay",rester,,,,
1006,D1,5383,wegbrechen,,,,,6. C2+,weg,A2,brechen,to break,"casser, briser",,,,
1006,D1,5384,wegbringen,,,,,6. C2+,weg,A1,bringen,"to bring, to take, to lead","apporter, prendre, conduire",,,,
1006,D1,5385,wegfliegen,,,,,6. C2+,weg,B1,fliegen,"to fly, to travel by plane","voler, voyager en avion",,,,
1006,D1,5386,weggeben,,,,,6. C2+,weg,A1,geben,to give,donner,,,,
1006,D1,5387,wegkommen,,,,,6. C2+,weg,A1,kommen,"to come, to make it (e.g. over something), to go to, to occur","venir, aller à, se produire",,,,
1006,D1,5388,weglegen,,,,,6. C2+,weg,A2,legen,"to lay, to lean, to lie down","poser, se pencher, s'allonger",,,,
1006,D1,5389,wegrennen,,,,,6. C2+,weg,B1,rennen,"to run, to race, to sprint","courir, faire la course, sprinter",,,,
1006,D1,5390,wegschieben,,,,,6. C2+,weg,B2,schieben,"to push, to shove, to wheel","pousser, bousculer, faire tourner",,,,
1006,D1,5391,wegschnappen,,,,,6. C2+,weg,C1,schnappen,"to snap (with one's mouth), to catch, to nab (a criminal) (coll.)","claquer (avec sa bouche), attraper, choper (un criminel) (coll.)",,,,
1006,D1,5392,wegschneiden,,,,,6. C2+,weg,B1,schneiden,"to cut, to slice","couper, trancher",,,,
1006,D1,5393,wegsehen,,,,,6. C2+,weg,A1,sehen,"to see, to realise","voir, se rendre compte",,,,
1006,D1,5394,wegsperren,,,,,6. C2+,weg,C1,sperren,"to block, to lock, to close off","bloquer, verrouiller, fermer",,,,
1006,D1,5395,wegspülen,,,,,6. C2+,weg,B1,spülen,"to rinse, to wash, to flush","rincer, laver, tirer la chasse",,,,
1006,D1,5396,wegstecken,,,,,6. C2+,weg,B2,stecken,"to stick, to pin","coller, épingler",,,,
1006,D1,5397,wegwischen,,,,,6. C2+,weg,C2,wischen,,,,,,
1006,D1,5400,weiterarbeiten,,,,,6. C2+,weiter,A1,arbeiten,to work,travailler,,,,
1006,D1,5401,weiterbauen,,,,,6. C2+,weiter,A2,bauen,to build,construire,,,,
1006,D1,5402,weiterbeschäftigen,,,,,6. C2+,weiter,B1,beschäftigen,"to employ, to occupy, to engage","employer, occuper, engager",,,,
1006,D1,5403,weiterbetreiben,,,,,6. C2+,weiter,C1,betreiben,"to operate, to run, to conduct","opérer, diriger, conduire",,,,
1006,D1,5404,weiterbringen,,,,,6. C2+,weiter,A1,bringen,"to bring, to take, to lead","apporter, prendre, conduire",,,,
1006,D1,5405,weiterdenken,,,,,6. C2+,weiter,A1,denken,"to think, to consider","penser, considérer",,,,
1006,D1,5406,weitererzählen,,,,,6. C2+,weiter,A1,erzählen,"to tell, to narrate","raconter, narrer",,,,
1006,D1,5407,weiterkommen,,,,,6. C2+,weiter,A1,kommen,"to come, to make it (e.g. over something), to go to, to occur","venir, aller à, se produire",,,,
1006,D1,5408,weiterkämpfen,,,,,6. C2+,weiter,A2,kämpfen,"to fight, to struggle","se battre, lutter",,,,
1006,D1,5409,weiterlaufen,,,,,6. C2+,weiter,A1,laufen,"to walk, to flow (of a fluid), to run (of an event)","marcher, couler (un fluide), se dérouler (un événement)",,,,
1006,D1,5410,weiterleben,,,,,6. C2+,weiter,A1,leben,to live,vivre,,,,
1006,D1,5411,weiterreichen,,,,,6. C2+,weiter,B2,reichen,"to reach, to hand, to be enough","atteindre, mettre la main, être suffisant",,,,
1006,D1,5412,weiterreisen,,,,,6. C2+,weiter,A1,reisen,to travel,voyager,,,,
1006,D1,5413,weiterschreiben,,,,,6. C2+,weiter,A1,schreiben,to write,écrire,,,,
1006,D1,5414,weiterspielen,,,,,6. C2+,weiter,A1,spielen,to play,jouer,,,,
1006,D1,5415,weitertragen,,,,,6. C2+,weiter,A1,tragen,"to wear (clothing), to carry, to hold","porter (des vêtements), transporter, tenir",,,,
1006,D1,5416,weiterverarbeiten,,,,,6. C2+,weiter,C1,verarbeiten,"to process, to handle, to work through","traiter, manipuler, travailler",,,,
1006,D1,5417,weiterverbreiten,,,,,6. C2+,weiter,C1,verbreiten,"to spread, to disseminate, to distribute","diffuser, propager, distribuer",,,,
1006,D1,5418,weiterverfolgen,,,,,6. C2+,weiter,B2,verfolgen,"to pursue, to track, to follow, to prosecute","poursuivre, pister, suivre",,,,
1006,D1,5419,weiterverkaufen,,,,,6. C2+,weiter,A1,verkaufen,to sell,vendre,,,,
1006,D1,5420,weiterverwenden,,,,,6. C2+,weiter,B2,verwenden,"to use, to employ, to utilize","utiliser, employer, exploiter",,,,
1006,D1,5421,weiterwachsen,,,,,6. C2+,weiter,B1,wachsen,"to grow, to increase","grandir, augmenter",,,,
1006,D1,5422,weiterziehen,,,,,6. C2+,weiter,A1,ziehen,"to pull, to drag, to move","tirer, traîner, déplacer",,,,
1006,D1,5465,zerbersten,,,,,6. C2+,zer,C2,bersten,,,,,,
1006,D1,5466,zerbröseln,,,,,6. C2+,zer,,bröseln,,,,,,
1006,D1,5467,zerdrücken,,,,,6. C2+,zer,B1,drücken,"to press, to push","appuyer, pousser",,,,
1006,D1,5468,zerfallen,,,,,6. C2+,zer,B1,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer",,,,
1006,D1,5469,zerfetzen,,,,,6. C2+,zer,D1,fetzen,,,,,,
1006,D1,5470,zerfleischen,,,,,6. C2+,zer,,fleischen,,,,,,
1006,D1,5471,zergehen,,,,,6. C2+,zer,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",,,,
1006,D1,5472,zerknirschen,,,,,6. C2+,zer,D1,knirschen,,,,,,
1006,D1,5473,zerkratzen,,,,,6. C2+,zer,C1,kratzen,"to scratch, to scrape","gratter, racler",,,,
1006,D1,5474,zermürben,,,,,6. C2+,zer,,mürben,,,,,,
1006,D1,5475,zerpflücken,,,,,6. C2+,zer,D1,pflücken,,,,,,
1006,D1,5476,zerplatzen,,,,,6. C2+,zer,C2,platzen,,,,,,
1006,D1,5477,zerquetschen,,,,,6. C2+,zer,C2,quetschen,,,,,,
1006,D1,5478,zerreden,,,,,6. C2+,zer,A1,reden,to talk,"parler, discuter",,,,
1006,D1,5479,zerreiben,,,,,6. C2+,zer,C2,reiben,,,,,,
1006,D1,5480,zerren,,,,,6. C2+,zer,,ren,,,,,,
1006,D1,5481,zerrütten,,,,,6. C2+,zer,,rütten,,,,,,
1006,D1,5482,zerschellen,,,,,6. C2+,zer,,schellen,,,,,,
1006,D1,5483,zerschießen,,,,,6. C2+,zer,B2,schießen,"to shoot, to fire","tirer, faire feu",,,,
1006,D1,5484,zerschmettern,,,,,6. C2+,zer,D1,schmettern,,,,,,
1006,D1,5485,zerschneiden,,,,,6. C2+,zer,B1,schneiden,"to cut, to slice","couper, trancher",,,,
1006,D1,5486,zersetzen,,,,,6. C2+,zer,A2,setzen,"to set, to sit down (refl.)",s'asseoir (réfl.),,,,
1006,D1,5487,zerstechen,,,,,6. C2+,zer,B2,stechen,"to sting, to prick, to puncture, to pierce","piquer, percer",,,,
1006,D1,5488,zerstreuen,,,,,6. C2+,zer,C2,streuen,,,,,,
1006,D1,5489,zerstückeln,,,,,6. C2+,zer,,stückeln,,,,,,
1006,D1,5490,zersägen,,,,,6. C2+,zer,D1,sägen,,,,,,
1006,D1,5491,zerteilen,,,,,6. C2+,zer,A2,teilen,"to split, to share, to divide","diviser, partager",,,,
1006,D1,5492,zertreten,,,,,6. C2+,zer,B2,treten,"to step, to kick, to enter","marcher, donner un coup de pied, entrer",,,,
1006,D1,5493,zertrümmern,,,,,6. C2+,zer,,trümmern,,,,,,
1006,D1,5499,zuarbeiten,,,,,6. C2+,zu,A1,arbeiten,to work,travailler,,,,
1006,D1,5500,zubewegen,,,,,6. C2+,zu,A2,bewegen,to move,se déplacer,,,,
1006,D1,5501,zubilligen,,,,,6. C2+,zu,D1,billigen,,,,,,
1006,D1,5502,zubringen,,,,,6. C2+,zu,A1,bringen,"to bring, to take, to lead","apporter, prendre, conduire",,,,
1006,D1,5503,zudecken,,,,,6. C2+,zu,B2,decken,"to cover, to set (a table), to hedge","couvrir, dresser (une table), se protéger",,,,
1006,D1,5504,zudenken,,,,,6. C2+,zu,A1,denken,"to think, to consider","penser, considérer",,,,
1006,D1,5505,zudrücken,,,,,6. C2+,zu,B1,drücken,"to press, to push","appuyer, pousser",,,,
1006,D1,5506,zuerkennen,,,,,6. C2+,zu,B1,erkennen,"to recognize, to realise","reconnaître, réaliser",,,,
1006,D1,5507,zufahren,,,,,6. C2+,zu,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
1006,D1,5508,zufallen,,,,,6. C2+,zu,B1,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer",,,,
1006,D1,5509,zufliegen,,,,,6. C2+,zu,B1,fliegen,"to fly, to travel by plane","voler, voyager en avion",,,,
1006,D1,5510,zufließen,,,,,6. C2+,zu,B2,fließen,"to flow, to run","couler, courir",,,,
1006,D1,5511,zufriedengeben,,,,,6. C2+,zufrieden,A1,geben,to give,donner,,,,
1006,D1,5512,zufriedenstellen,,,,,6. C2+,zufrieden,A2,stellen,"to position, to put, to catch","positionner, mettre",,,,
1006,D1,5513,zufrieren,,,,,6. C2+,zu,B2,frieren,"to freeze, to feel cold","geler, avoir froid",,,,
1006,D1,5514,zugehören,,,,,6. C2+,zu,A2,gehören,to belong to,appartenir à,,,,
1006,D1,5515,zugucken,,,,,6. C2+,zu,B2,gucken,"to look, to watch, to peek (coll.)","regarder, épier, jeter un coup d'œil (familier)",,,,
1006,D1,5516,zugutekommen,,,,,6. C2+,zugute,A1,kommen,"to come, to make it (e.g. over something), to go to, to occur","venir, aller à, se produire",,,,
1006,D1,5517,zuhalten,,,,,6. C2+,zu,A1,halten,"to hold, to stop (a movement), to support, to keep","tenir, arrêter (un mouvement), soutenir, garder",,,,
1006,D1,5518,zujubeln,,,,,6. C2+,zu,C2,jubeln,,,,,,
1006,D1,5519,zukaufen,,,,,6. C2+,zu,A1,kaufen,to buy,acheter,,,,
1006,D1,5520,zuklappen,,,,,6. C2+,zu,B2,klappen,"to work out, to go smoothly, to fold","se dérouler, se dérouler sans problème, se plier",,,,
1006,D1,5521,zulaufen,,,,,6. C2+,zu,A1,laufen,"to walk, to flow (of a fluid), to run (of an event)","marcher, couler (un fluide), se dérouler (un événement)",,,,
1006,D1,5522,zuleiten,,,,,6. C2+,zu,B2,leiten,"to lead, to manage, to conduct","diriger, gérer, conduire",,,,
1006,D1,5523,zulosen,,,,,6. C2+,zu,D1,losen,,,,,,
1006,D1,5524,zumessen,,,,,6. C2+,zu,B1,messen,"to measure, to gauge","mesurer, jauger",,,,
1006,D1,5525,zuneigen,,,,,6. C2+,zu,C1,neigen,"to lean, to tilt, to tend","s'incliner, pencher, tendre",,,,
1006,D1,5526,zunichtemachen,,,,,6. C2+,zu,,nichtemachen,,,,,,
1006,D1,5527,zupacken,,,,,6. C2+,zu,B2,packen,"to pack, to grab, to manage","emballer, saisir, gérer",,,,
1006,D1,5528,zuparken,,,,,6. C2+,zu,B2,parken,to park,se garer,,,,
1006,D1,5529,zupfen,,,,,6. C2+,zu,,pfen,,,,,,
1006,D1,5530,zurechtfinden,,,,,6. C2+,zurecht,A1,finden,to find,trouver,,,,
1006,D1,5531,zurechtlegen,,,,,6. C2+,zurecht,A2,legen,"to lay, to lean, to lie down","poser, se pencher, s'allonger",,,,
1006,D1,5532,zurechtrücken,,,,,6. C2+,zurecht,B2,rücken,"to move, to shift, to edge, to advance","déplacer, décaler, border, avancer",,,,
1006,D1,5533,zurufen,,,,,6. C2+,zu,B1,rufen,"to call, to shout, to summon","appeler, crier, convoquer",,,,
1006,D1,5534,zurückbauen,,,,,6. C2+,zurück,A2,bauen,to build,construire,,,,
1006,D1,5535,zurückbekommen,,,,,6. C2+,zurück,A1,bekommen,"to receive, to catch (e.g. a cold), to sit well with someone","recevoir, attraper (par exemple un rhume), s'entendre avec quelqu'un",,,,
1006,D1,5536,zurückbezahlen,,,,,6. C2+,zurück,A1,bezahlen,"to pay, to pay someone (transitive)","payer, payer quelqu'un (transitif)",,,,
1006,D1,5537,zurückbilden,,,,,6. C2+,zurück,B1,bilden,"to form, to constitute, to educate","former, constituer, éduquer",,,,
1006,D1,5538,zurückbleiben,,,,,6. C2+,zurück,A1,bleiben,"to remain, to stay",rester,,,,
1006,D1,5539,zurückdenken,,,,,6. C2+,zurück,A1,denken,"to think, to consider","penser, considérer",,,,
1006,D1,5540,zurückdrehen,,,,,6. C2+,zurück,B2,drehen,"to turn, to veer","tourner, dévier",,,,
1006,D1,5541,zurückdrängen,,,,,6. C2+,zurück,C1,drängen,"to urge, to push, to cajole, to shove","exhorter, pousser, cajoler, bousculer",,,,
1006,D1,5542,zurückerhalten,,,,,6. C2+,zurück,B1,erhalten,"to receive, to get, to obtain, to preserve","recevoir, obtenir, acquérir, préserver",,,,
1006,D1,5543,zurückerinnern,,,,,6. C2+,zurück,A2,erinnern,"to remind, to remember (refl.)","rappeler, se souvenir (réfl.)",,,,
1006,D1,5544,zurückerobern,,,,,6. C2+,zurück,C2,erobern,,,,,,
1006,D1,5545,zurückerstatten,,,,,6. C2+,zurück,C1,erstatten,"to reimburse, to refund, to report","rembourser, déduire, signaler",,,,
1006,D1,5546,zurückfallen,,,,,6. C2+,zurück,B1,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer",,,,
1006,D1,5547,zurückfinden,,,,,6. C2+,zurück,A1,finden,to find,trouver,,,,
1006,D1,5548,zurückfliegen,,,,,6. C2+,zurück,B1,fliegen,"to fly, to travel by plane","voler, voyager en avion",,,,
1006,D1,5549,zurückfließen,,,,,6. C2+,zurück,B2,fließen,"to flow, to run","couler, courir",,,,
1006,D1,5550,zurückfordern,,,,,6. C2+,zurück,B2,fordern,"to demand, to require, to call for","exiger, requérir, réclamer",,,,
1006,D1,5551,zurückgewinnen,,,,,6. C2+,zurück,A2,gewinnen,to win,gagner,,,,
1006,D1,5552,zurückkaufen,,,,,6. C2+,zurück,A1,kaufen,to buy,acheter,,,,
1006,D1,5553,zurücklehnen,,,,,6. C2+,zurück,C2,lehnen,to lean,se pencher,,,,
1006,D1,5554,zurückliegen,,,,,6. C2+,zurück,A2,liegen,"to lie, to be located","être allongé, être localisé",,,,
1006,D1,5555,zurückmelden,,,,,6. C2+,zurück,A2,melden,"to report, to register","signaler, enregistrer",,,,
1006,D1,5556,zurückrudern,,,,,6. C2+,zurück,D1,rudern,,,,,,
1006,D1,5557,zurückschalten,,,,,6. C2+,zurück,B2,schalten,"to switch, to shift gears, to turn on, to turn off","changer, changer de vitesse, allumer, éteindre",,,,
1006,D1,5558,zurückschauen,,,,,6. C2+,zurück,A2,schauen,to look at (Bayern and Austria),regarder (Bayern et Autriche),,,,
1006,D1,5559,zurückschlagen,,,,,6. C2+,zurück,B1,schlagen,"to hit, to beat, to strike, to defeat","frapper, battre, vaincre",,,,
1006,D1,5560,zurückschneiden,,,,,6. C2+,zurück,B1,schneiden,"to cut, to slice","couper, trancher",,,,
1006,D1,5561,zurückschrauben,,,,,6. C2+,zurück,C2,schrauben,,,,,,
1006,D1,5562,zurückschrecken,,,,,6. C2+,zurück,C1,schrecken,"to frighten, to scare, to startle","effrayer, faire peur, surprendre",,,,
1006,D1,5563,zurückstecken,,,,,6. C2+,zurück,B2,stecken,"to stick, to pin","coller, épingler",,,,
1006,D1,5564,zurückstehen,,,,,6. C2+,zurück,A1,stehen,"to stand, to be, to appear","être debout, apparaître",,,,
1006,D1,5565,zurückstellen,,,,,6. C2+,zurück,A2,stellen,"to position, to put, to catch","positionner, mettre",,,,
1006,D1,5566,zurückstufen,,,,,6. C2+,zurück,C2,stufen,,,,,,
1006,D1,5567,zurückverfolgen,,,,,6. C2+,zurück,B2,verfolgen,"to pursue, to track, to follow, to prosecute","poursuivre, pister, suivre",,,,
1006,D1,5568,zurückverlangen,,,,,6. C2+,zurück,B2,verlangen,"to demand, to request, to desire","exiger, requérir, désirer",,,,
1006,D1,5569,zurückversetzen,,,,,6. C2+,zurück,C1,versetzen,"to put, to move, to deal, to give (a blow, hit), to transfer (when to do with work)","mettre, déplacer, distribuer, donner (un coup), transférer (quand il s'agit de travailler)",,,,
