exercise,question,answer,german,english,french,transitivity_english,transitivity_french
107,,sich wehren,sich wehren,"to defend, to resist","défendre, résister",,
107,,ausgleichen,ausgleichen,"to balance, to offset, to compensate, to equalize","équilibrer, compenser, égaliser",,
107,,einbringen,einbringen,"to bring in, to contribute, to introduce, to harvest","apporter, contribuer, introduire, récolter",,
107,,genehmigen,genehmigen,"to allow, to permit, to authorize, to approve","permettre, autoriser, approuver",,
107,,pressen,pressen,"to press, to squeeze, to push, to bear down","presser, serrer, pousser, exercer une pression",,
107,,vorschreiben,vorschreiben,"to dictate, to prescribe, to instruct, to stipulate","dicter, prescrire, instruire, stipuler",,
107,,behindern,behindern,"to obstruct, to hamper","gêner, entraver",,
107,,anhören,anhören,to listen to someone,écouter quelqu'un,,
107,,spenden,spenden,"to donate, to contribute, to dispense, to give","faire un don, contribuer, distribuer, donner",,
107,,schwingen,schwingen,"to swing, to oscillate","se balancer, osciller",,
107,,abschalten,abschalten,"to switch off, to disconnect, to turn off","éteindre, déconnecter, couper",,
107,,duzen,duzen,to address informally,s'adresser de manière informelle,,
107,,hämmern,hämmern,"to hammer, to pound, to bang, to beat","marteler, pilonner, cogner, battre",,
107,,verzögern,verzögern,"to delay, to postpone, to stall","retarder, reporter, bloquer",,
107,,hageln,hageln,"to hail, to volley","saluer, faire une volée",,
107,,verschwenden,verschwenden,"to squander, to waste",gaspiller,,
107,,vertragen,vertragen,"to tolerate, to get along, to bear","tolérer, s'entendre, supporter",,
108,,einbrechen,einbrechen,"to break in, to collapse, to break down","s'introduire par effraction, s'effondrer, tomber en panne",,
108,,besiegen,besiegen,to defeat (in battle or contest),vaincre (au combat ou dans un concours),,
108,,aufteilen,aufteilen,"to distribute, to divide, to partition","distribuer, diviser, partitionner",,
108,,zumachen,zumachen,"to close, to shut, to close down","fermer, cesser ses activités",,
108,,hinfahren,hinfahren,"to drive there, to go, to travel","aller en voiture, y aller, voyager",,
108,,austragen,austragen,"to deliver, to distribute, to carry out","livrer, distribuer, exécuter",,
108,,überreichen,überreichen,"to hand over, to present, to submit","remettre, présenter, soumettre",,
108,,trösten,trösten,"to console, to comfort, to bring comfort to","consoler, réconforter, apporter du réconfort à",,
108,,vortragen,vortragen,"to perform, to recite, to present, to carry over","interpréter, réciter, présenter, transmettre",,
108,,fegen,fegen,"to sweep, to move quickly, to tear","balayer, se déplacer rapidement, déchirer",,
108,,wiedersehen,wiedersehen,"to see again, to meet again","revoir, se revoir",,
108,,ausweisen,ausweisen,"to expel, to identify, to deport","expulser, identifier, déporter",,
108,,aufbewahren,aufbewahren,"to preserve, to keep, to store","préserver, conserver, stocker",,
108,,bedauern,bedauern,"to regret, to deplore, to lament, to pity","regretter, déplorer, se lamenter, avoir pitié",,
108,,loslassen,loslassen,"to release, to let go, to let loose, to disengage","libérer, lâcher prise, se délier, se désengager",,
108,,spiegeln,spiegeln,"to mirror, to reflect, to assign, to dazzle","refléter, renvoyer, attribuer, éblouir",,
108,,wegnehmen,wegnehmen,"to take away, to remove, to abstract, to cancel","enlever, supprimer, abstraire, annuler",,
108,,bellen,bellen,to bark,aboyer,,
108,,einatmen,einatmen,"to inhale, to breath in","inspirer, respirer",,
108,,mitfahren,mitfahren,"to go with, to ride along","accompagner, faire un tour avec",,
109,,abrechnen,abrechnen,"to settle, to account for, to bill","régler, rendre compte, facturer",,
109,,dekorieren,dekorieren,"to decorate, to adorn","décorer, orner",,
109,,einsammeln,einsammeln,"to collect, to gather","collecter, rassembler",,
109,,twittern,twittern,to tweet,tweeter,,
109,,filmen,filmen,"to film, to shoot","filmer, tourner",,
109,,variieren,variieren,"to vary, to alter, to change partially","varier, modifier, changer partiellement",,
109,,verschmutzen,verschmutzen,to pollute,"polluer, salir",,
109,,zurückfahren,zurückfahren,"to back, to drive back, to flinch","reculer, faire marche arrière, tressaillir",,
109,,genesen,genesen,"to recover, to convalesce, to get well",se rétablir,,
109,,nähern,nähern,"to approach, to get closer, to advance","s'approcher, se rapprocher, avancer",,
109,,vereinfachen,vereinfachen,"to simplify, to demystify, to deskill, to dumb down","simplifier, démystifier, déqualifier, abêtir",,
109,,beeinträchtigen,beeinträchtigen,"to affect, to impair, to alloy, to compromise","affecter, altérer, allier, compromettre",,
109,,synchronisieren,synchronisieren,"to synchronize, to dub, to sync","synchroniser, doubler",,
109,,rächen,rächen,to take revenge (refl.),se venger (réfl.),,
109,,herausfordern,herausfordern,"to challenge, to provoke, to banter to","défier, affronter",,
109,,pfeifen,pfeifen,"to whistle, to ignore, to referee, to arbitrate","siffler, siffloter",,
109,,toben,toben,"to fume, to rage, to rampage, to romp","se défouler, se déchaîner, fulminer",,
109,,grenzen,grenzen,"to abut, to approach, to border, to limit",limiter,,
109,,konfigurieren,konfigurieren,"to configure, to set up",configurer,,
109,,tagen,tagen,"to meet, to convene, to be in session","se réunir, tenir une réunion",,
110,,verkehren,verkehren,"to circulate, to interact, to turn, to twist",circuler,,
110,,hauen,hauen,"to slash, to cut, to hit (coll.)","trancher, couper, frapper (coll.)",,
110,,ehren,ehren,"to honor, to respect, to esteem",honorer,,
110,,erwägen,erwägen,"to consider, to contemplate, to ponder","envisager, considérer",,
110,,stopfen,stopfen,"to stuff, to darn, to jam","bourrer, combler",,
110,,wachen,wachen,"to wake, to guard, to be awake","veiller, réveiller, surveiller",,
110,,begehen,begehen,"to commit, perpetrate (a crime, an offence)","commettre, perpétrer (un crime, un délit)",,
110,,abschneiden,abschneiden,"to cut off, to amputate, to block","couper, amputer, bloquer",,
110,,verdanken,verdanken,"to owe, to be indebted, to owe to","devoir (quelque chose à quelqu'un), être redevable",,
110,,zurückhalten,zurückhalten,"to restrain, to hold back, to withhold","restreindre, retenir",,
110,,verdoppeln,verdoppeln,"to double, to duplicate, to reduplicate","doubler, dupliquer, redoubler",,
110,,herrschen,herrschen,"to rule, to prevail, to control","gouverner, prévaloir, contrôler",,
110,,verknüpfen,verknüpfen,"to connect, to link, to associate, to tie, to annex to","connecter, relier, associer, lier, annexer à",,
110,,aufzeigen,aufzeigen,"to point out, to demonstrate, to indicate","souligner, démontrer, indiquer",,
110,,aufbringen,aufbringen,"to capture, to raise, to antagonise",appliquer,,
110,,exportieren,exportieren,to export,exporter,,
110,,positionieren,positionieren,"to position, to assert, to clarify","positionner, placer",,
110,,brüllen,brüllen,"to bellow, to howl, to roar, to bray",hurler,,
110,,erschöpfen,erschöpfen,"to exhaust, to deplete, to drain",épuiser,,
110,,schweben,schweben,"to over, to float, to glide","flotter, planer",,
111,,absehen,absehen,"to foresee, to overlook, to disregard","prévoir, négliger",,
111,,einsperren,einsperren,"to lock up, to imprison","enfermer, emprisonner",,
111,,dämpfen,dämpfen,"to dampen, to steam, to attenuate, to reduce","étouffer, amortir",,
111,,dehnen,dehnen,"to extend, to stretch, to expand, to dilate","étirer, étendre allonger",,
111,,heulen,heulen,"to howl, to wail, to bawl, to blubber","hurler, pleurer, crier",,
111,,verführen,verführen,"to seduce, to entice, to tempt, to debauch",séduire,,
111,,rinnen,rinnen,"to flow, to trickle, to run",canaliser,,
111,,rahmen,rahmen,"to frame, to enclose, to collect, to cream",encadrer,,
111,,forschen,forschen,"to research, to investigate","faire des recherches, enquêter",,
111,,voraussetzen,voraussetzen,"to presume, to require, to assume","présumer, exiger, supposer",,
111,,experimentieren,experimentieren,to experiment,expérimenter,,
111,,zurücktreten,zurücktreten,"to resign, to step back, to step down, to withdraw","démissionner, se retirer, quitter ses fonctions",,
111,,hervorgehen,hervorgehen,"to result, to arise, to arise from, to emerge","résulter, survenir, provenir de, émerger",,
111,,verbleiben,verbleiben,to remain,rester,,
111,,herkommen,herkommen,"to come over, come here (towards the speaker), to come from","venir, venir ici (vers l'orateur), venir de",,
111,,beibringen,beibringen,"to teach, to break (news, information) carefully to, to inflict","enseigner, annoncer (des nouvelles, des informations) avec précaution, infliger",,
111,,befördern,befördern,to transport,transporter,,
111,,stricken,stricken,to knit,tricoter,,
111,,anbringen,anbringen,"to affix, to attach, to fasten, to add, to apply","fixer, attacher, ajouter, appliquer",,
111,,bedürfen,bedürfen,"to need, to require, to depend, to demand","avoir besoin, exiger, dépendre, demander",,
112,,begreifen,begreifen,"to understand, to comprehend, to grasp, to realise","comprendre, saisir, appréhender, réaliser",,
112,,beitreten,beitreten,"to join, to support, to accede to, to affiliate","adhérer, soutenir, adhérer à, s'affilier",,
112,,blättern,blättern,"to browse in, to leaf, to leaf through, to page through","parcourir, feuilleter, feuilleter, parcourir les pages",,
112,,einräumen,einräumen,"to admit, to acknowledge, to concede, to put away","admettre, reconnaître, concéder, mettre de côté",,
112,,entfallen,entfallen,"to be omitted, to be dropped, to be canceled, to be inapplicable","à omettre, à supprimer, à annuler, à ne pas appliquer",,
112,,erbringen,erbringen,"to yield, to provide, to raise, to deliver","céder, fournir, lever, livrer",,
112,,ignorieren,ignorieren,"to ignore, to blank, to disregard","ignorer, faire l'impasse sur, négliger",,
112,,kreisen,kreisen,"to circle, to circulate, to circumgyrate","tourner en rond, circuler, circumgyrer",,
112,,manipulieren,manipulieren,"to manipulate, to influence, to rig, to adjust","manipuler, influencer, truquer, ajuster",,
112,,verdeutlichen,verdeutlichen,"to clarify, to elucidate, to explain, to illustrate","clarifier, élucider, expliquer, illustrer",,
112,,vereinen,vereinen,"to unite, to combine, to join","unir, combiner, joindre",,
112,,vermögen,vermögen,"to be able, to be capable, to can","être capable, pouvoir",,
112,,verschaffen,verschaffen,"to procure, to obtain, to acquire, to earn","se procurer, obtenir, acquérir, gagner",,
112,,versenden,versenden,"to dispatch, to send, to forward, to ship","expédier, envoyer, faire parvenir, transporter",,
112,,zukommen,zukommen,"to approach, to be assigned to, to be due (to)","approcher, être assigné à, être dû (à)",,
112,,zusammenhängen,zusammenhängen,"to be related, to hang together, to associate","être apparenté, être ensemble, s'associer",,
112,,zusammensetzen,zusammensetzen,"to assemble, to put together, to be composed of","assembler, réunir, être composé de",,
112,,verbergen,verbergen,"to conceal sth, to hide something",cacher quelque chose,,
112,,versetzen,versetzen,"to put, to move, to deal, to give (a blow, hit), to transfer (when to do with work)","mettre, déplacer, distribuer, donner (un coup), transférer (quand il s'agit de travailler)",,
112,,beseitigen,beseitigen,"to remove, to eliminate, to dispose","enlever, éliminer, se débarrasser",,
113,,glänzen,glänzen,"to shine, to gleam, to sparkle, to glisten","briller, scintiller, étinceler",,
113,,hüpfen,hüpfen,"to hop, to skip, to bounce","sauter, bondir, rebondir",,
113,,widerrufen,widerrufen,"to cancel, to revoke, to withdraw","annuler, révoquer, retirer",,
113,,irritieren,irritieren,"to confuse, to disturb, to irritate, to annoy","perturber, embêter, irriter, agacer",,
113,,quälen,quälen,"to torture, to afflict, to agonise","torturer, affliger, faire souffrir",,
113,,kratzen,kratzen,"to scratch, to scrape","gratter, racler",,
113,,assoziieren,assoziieren,"to associate, to associate with, to link","s'associer, s'associer à, lier",,
113,,vergnügen,vergnügen,"to please, to amuse, to amuse oneself","plaire, amuser, se divertir",,
113,,zweifeln,zweifeln,"to doubt, to question","douter, remettre en question",,
113,,berufen,berufen,"to appoint, to invoke, to cite","nommer, invoquer, citer",,
113,,schlachten,schlachten,"to slaughter, to butcher, to battle","abattre, massacrer, combattre",,
113,,verdrängen,verdrängen,"to displace, to oust, to repress","déplacer, évincer, réprimer",,
113,,regulieren,regulieren,"to regulate, to control, to arrange","réglementer, contrôler, organiser",,
113,,einschreiben,einschreiben,"to sign up, to enroll",s'inscrire,,
113,,quietschen,quietschen,"to squeak, to squeal",couiner,,
113,,eilen,eilen,"to hurry, to rush, to be urgent, to haste","se dépêcher, se hâter, être urgent",,
113,,entgegenkommen,entgegenkommen,"to accommodate, to approach, to come towards","s'adapter, s'approcher, venir vers",,
113,,erziehen,erziehen,"to educate, to raise, to nurture, to teach, to train","éduquer, élever, nourrir, enseigner, former",,
113,,überholen,überholen,"to overtake, to outstrip, to repair, to outpace","dépasser, distancer, réparer, surpasser",,
113,,bemalen,bemalen,"to paint, to apply makeup, to color","peindre, maquiller, colorier, colorer",,
114,,inszenieren,inszenieren,"to direct, to orchestrate, to produce","diriger, orchestrer, produire",,
114,,schmücken,schmücken,"to adorn, to decorate, to embellish","orner, décorer, embellir",,
114,,sich orientieren,sich orientieren,to orient,orienter,,
114,,sich ereignen,sich ereignen,"to happen, to occur, to bechance","se produire, avoir lieu, être fortuit",,
114,,kämmen,kämmen,to comb,peigner,,
114,,weglaufen,weglaufen,to run away,s'enfuir,,
114,,vorhersagen,vorhersagen,"to foretell, to forecast, to predict","prédire, prévoir, annoncer",,
114,,schonen,schonen,"to spare, to preserve, to conserve","épargner, préserver, conserver",,
114,,erwachsen,erwachsen,"to grow up, to arise, to spring up, to accrue","grandir, surgir, jaillir, s'accumuler",,
114,,abschreiben,abschreiben,"to write off, to copy, to transcribe","radier, copier, transcrire",,
