Nr,exercise,level_verben,Nr_verben,level_noun,level_goethe,level_routledge,question,answer,german,root_english,english,root_french,french,german_verb,english_verb,french_verb,german_noun,english_noun,french_noun,gender_english,gender_french
1702,150,A2,111,B2,,,,,,,,,,gefallen,"to please, to appeal to",plaire,das Gefallen,the pleasure,le plaisir,,
1703,150,A2,128,D1+,,,,,,,,,,lassen,"to let, to leave, to allow","laisser, quitter, permettre",das Lassen,the permission,l'autorisation,,
1704,150,A2,133,D1+,,,,,,,,,,hängen,"to hang, to be fond of, depend on","accrocher, aimer, dépendre de",das Hängen,the suspension,la suspension,,
1705,150,A2,177,A1,B1,A1,,,,,,,,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer",der Fall,the fall,l'automne,,
1706,150,A1,35,B2,,,,,,,,,,verstehen,"to understand, to get along with someone","comprendre, s'entendre avec quelqu'un",der Verstand,the mind,l'esprit,,
1707,150,A1,1,D1+,,,,,,,,,,sein,to be,être,das Sein,"the being, the existence","l'être, l'existence",,
1708,150,A1,33,D1+,,,,,,,,,,warten,"to wait, to maintain (e.g. a car)","attendre, entretenir (par exemple une voiture)",das Warten,the wait,l'attente,,
1709,150,A1,62,B2,B1,,,,,,,,,wohnen,"to live, to reside, to dwell","vivre, résider, habiter",der Wohnsitz,the residence,la résidence,,
1710,150,A1,71,D1+,,,,,,,,,,buchstabieren,to spell,épeler,das Buchstabieren,the spelling,l'orthographe,,
1711,150,A1,81,C2,,,,,,,,,,holen,to fetch,aller chercher,das Holen,the retrieval,la récupération,,
1712,150,A1,95,B2,,,,,,,,,,gehören,to belong to,appartenir à,die Zugehörigkeit,"the belonging, the affiliation","l'appartenance, l'affiliation",,
1713,200,A1,,D1+,,,vergessen,die Vergessenheit,,"to forget, to leave (forget to take)",the oblivion,oublier,l'oubli,vergessen,"to forget, to leave (forget to take)",oublier,die Vergessenheit,the oblivion,l'oubli,,
1714,200,A1,,D1+,,,vergessen,die Vergessenheit,,"to forget, to leave (forget to take)",the oblivion,oublier,l'oubli,vergessen,"to forget, to leave (forget to take)",oublier,die Vergessenheit,the oblivion,l'oubli,Feminine,Féminin
1715,200,A2,165,D1+,,,verschwinden,das Verschwinden,,"to disappear, to get lost",the disappearance,"disparaître, se perdre",la disparition,verschwinden,"to disappear, to get lost","disparaître, se perdre",das Verschwinden,the disappearance,la disparition,,
1716,200,A2,165,D1+,,,verschwinden,das Verschwinden,,"to disappear, to get lost",the disappearance,"disparaître, se perdre",la disparition,verschwinden,"to disappear, to get lost","disparaître, se perdre",das Verschwinden,the disappearance,la disparition,Neuter,Neutre
1717,200,A2,139,D1+,,,fehlen,das Fehlen,,"to lack, to be absent or missing","the absence, the lack","manquer, être absent ou manquant","l'absence, le manque",fehlen,"to lack, to be absent or missing","manquer, être absent ou manquant",das Fehlen,"the absence, the lack","l'absence, le manque",,
1718,200,A2,,D1+,,,fehlen,das Fehlen,,"to lack, to be absent or missing","the absence, the lack","manquer, être absent ou manquant","l'absence, le manque",fehlen,"to lack, to be absent or missing","manquer, être absent ou manquant",das Fehlen,"the absence, the lack","l'absence, le manque",Neuter,Neutre
1719,200,B1,203,D1+,,,sinken,das Sinken,,"to sink, to decrease, to drop",the decline,"couler, diminuer, laisser tomber",le déclin,sinken,"to sink, to decrease, to drop","couler, diminuer, laisser tomber",das Sinken,the decline,le déclin,,
1720,200,B1,254,D1+,,,genießen,der Genuss,,"to savor, to relish, to enjoy, to take pleasure in",the enjoyment,"apprécier, savourer",le plaisir,genießen,"to savor, to relish, to enjoy, to take pleasure in","apprécier, savourer",der Genuss,the enjoyment,le plaisir,,
1721,200,B1,,D1+,,,sinken,das Sinken,,"to sink, to decrease, to drop",the decline,"couler, diminuer, laisser tomber",le déclin,sinken,"to sink, to decrease, to drop","couler, diminuer, laisser tomber",das Sinken,the decline,le déclin,Neuter,Neutre
1722,200,B1,,D1+,,,genießen,der Genuss,,"to savor, to relish, to enjoy, to take pleasure in",the enjoyment,"apprécier, savourer",le plaisir,genießen,"to savor, to relish, to enjoy, to take pleasure in","apprécier, savourer",der Genuss,the enjoyment,le plaisir,Masculine,Masculin
1723,200,B1,306,D1+,,,herausfinden,die Herausfindung,,"to find out, to discover, to figure out",the discovery,"découvrir, comprendre",la découverte,herausfinden,"to find out, to discover, to figure out","découvrir, comprendre",die Herausfindung,the discovery,la découverte,,
1724,200,B1,,D1+,,,herausfinden,die Herausfindung,,"to find out, to discover, to figure out",the discovery,"découvrir, comprendre",la découverte,herausfinden,"to find out, to discover, to figure out","découvrir, comprendre",die Herausfindung,the discovery,la découverte,Feminine,Féminin
1725,200,B2,405,D1+,,,benötigen,die Benötigung,,"to need, to require (formal)",the need,"avoir besoin, exiger",le besoin,benötigen,"to need, to require (formal)","avoir besoin, exiger",die Benötigung,the need,le besoin,,
1726,200,B2,405,D1+,,,benötigen,die Benötigung,,"to need, to require (formal)",the need,"avoir besoin, exiger",le besoin,benötigen,"to need, to require (formal)","avoir besoin, exiger",die Benötigung,the need,le besoin,Feminine,Féminin
1727,200,B2,495,D1+,,,widmen,die Widmung,,"to dedicate, to devote",the dedication,consacrer,la dédicace,widmen,"to dedicate, to devote",consacrer,die Widmung,the dedication,la dédicace,,
1728,200,B2,,D1+,,,widmen,die Widmung,,"to dedicate, to devote",the dedication,consacrer,la dédicace,widmen,"to dedicate, to devote",consacrer,die Widmung,the dedication,la dédicace,Feminine,Féminin
1729,200,B2,539,D1+,,,eingehen,das Eingehen,,"to shrink (textile), to wither, to die (plants, animals), to assume something",the shrinkage,"rétrécir (textile), se faner, mourir (plantes, animaux), prendre quelque chose",le rétrécissement,eingehen,"to shrink (textile), to wither, to die (plants, animals), to assume something","rétrécir (textile), se faner, mourir (plantes, animaux), prendre quelque chose",das Eingehen,the shrinkage,le rétrécissement,,
1730,200,B2,552,D1+,,,umfassen,die Umfassung,,"to include, to comprise",the scope,"inclure, comprendre",la portée,umfassen,"to include, to comprise","inclure, comprendre",die Umfassung,the scope,la portée,,
1731,200,B2,563,D1+,,,meiden,die Meidung,,"to avoid, to shun",the avoidance,"éviter, fuir",l'évitement,meiden,"to avoid, to shun","éviter, fuir",die Meidung,the avoidance,l'évitement,,
1732,200,B2,,D1+,,,eingehen,das Eingehen,,"to shrink (textile), to wither, to die (plants, animals), to assume something",the shrinkage,"rétrécir (textile), se faner, mourir (plantes, animaux), prendre quelque chose",le rétrécissement,eingehen,"to shrink (textile), to wither, to die (plants, animals), to assume something","rétrécir (textile), se faner, mourir (plantes, animaux), prendre quelque chose",das Eingehen,the shrinkage,le rétrécissement,Neuter,Neutre
1733,200,B2,,D1+,,,umfassen,die Umfassung,,"to include, to comprise",the scope,"inclure, comprendre",la portée,umfassen,"to include, to comprise","inclure, comprendre",die Umfassung,the scope,la portée,Feminine,Féminin
1734,200,B2,,D1+,,,meiden,die Meidung,,"to avoid, to shun",the avoidance,"éviter, fuir",l'évitement,meiden,"to avoid, to shun","éviter, fuir",die Meidung,the avoidance,l'évitement,Feminine,Féminin
1735,200,B2,,D1+,,,gießen,der Guss,,"to pour, to water (plants), to cast (metal)","the casting, the downpour","verser, arroser (des plantes), couler (du métal)","la fonte, la coulée",gießen,"to pour, to water (plants), to cast (metal)","verser, arroser (des plantes), couler (du métal)",der Guss,"the casting, the downpour","la fonte, la coulée",,
1736,200,B2,,D1+,,,gießen,der Guss,,"to pour, to water (plants), to cast (metal)","the casting, the downpour","verser, arroser (des plantes), couler (du métal)","la fonte, la coulée",gießen,"to pour, to water (plants), to cast (metal)","verser, arroser (des plantes), couler (du métal)",der Guss,"the casting, the downpour","la fonte, la coulée",Masculine,Masculin
1737,200,B2,,D1+,,,winken,der Wink,,"to wave, to beckon","the wave, the sign",faire signe,le signe,winken,"to wave, to beckon",faire signe,der Wink,"the wave, the sign",le signe,,
1738,200,B2,,D1+,,,winken,der Winker,,"to wave, to beckon","the indicator, the blinker (automotive)",faire signe,le clignotant (automobile),winken,"to wave, to beckon",faire signe,der Winker,"the indicator, the blinker (automotive)",le clignotant (automobile),,
1739,200,B2,,D1+,,,winken,der Wink,,"to wave, to beckon","the wave, the sign",faire signe,le signe,winken,"to wave, to beckon",faire signe,der Wink,"the wave, the sign",le signe,Masculine,Masculin
1740,200,B2,,D1+,,,winken,der Winker,,"to wave, to beckon","the indicator, the blinker (automotive)",faire signe,le clignotant (automobile),winken,"to wave, to beckon",faire signe,der Winker,"the indicator, the blinker (automotive)",le clignotant (automobile),Masculine,Masculin
1741,200,B2,,D1+,,,kehren,das Kehricht,,"to sweep, to return","the dust, the grime","retourner, balayer","la poussière, la crasse",kehren,"to sweep, to return","retourner, balayer",das Kehricht,"the dust, the grime","la poussière, la crasse",,
1742,200,B2,,D1+,,,kehren,das Kehricht,,"to sweep, to return","the dust, the grime","retourner, balayer","la poussière, la crasse",kehren,"to sweep, to return","retourner, balayer",das Kehricht,"the dust, the grime","la poussière, la crasse",Neuter,Neutre
1743,200,C1,647,D1+,,,sondern,die Sonderung,,"to separate, to split",the separation,"séparer, diviser",la séparation,sondern,"to separate, to split","séparer, diviser",die Sonderung,the separation,la séparation,,
1744,200,C1,654,D1+,,,gleiten,der Gleiter,,"to glide, to slide",the rider,"glisser, glisser",le cavalier,gleiten,"to glide, to slide","glisser, glisser",der Gleiter,the rider,le cavalier,,
1745,200,C1,656,D1+,,,erlassen,der Erlass,,"to enact, to issue, to forgive, to let off, to release from","the decree, the waiver","promulguer, pardonner, renoncer à, libérer de","le décret, la renonciation",erlassen,"to enact, to issue, to forgive, to let off, to release from","promulguer, pardonner, renoncer à, libérer de",der Erlass,"the decree, the waiver","le décret, la renonciation",,
1746,200,C1,647,D1+,,,sondern,die Sonderung,,"to separate, to split",the separation,"séparer, diviser",la séparation,sondern,"to separate, to split","séparer, diviser",die Sonderung,the separation,la séparation,Feminine,Féminin
1747,200,C1,654,D1+,,,gleiten,der Gleiter,,"to glide, to slide",the rider,"glisser, glisser",le cavalier,gleiten,"to glide, to slide","glisser, glisser",der Gleiter,the rider,le cavalier,Masculine,Masculin
1748,200,C1,656,D1+,,,erlassen,der Erlass,,"to enact, to issue, to forgive, to let off, to release from","the decree, the waiver","promulguer, pardonner, renoncer à, libérer de","le décret, la renonciation",erlassen,"to enact, to issue, to forgive, to let off, to release from","promulguer, pardonner, renoncer à, libérer de",der Erlass,"the decree, the waiver","le décret, la renonciation",Masculine,Masculin
1749,200,C1,693,D1+,,,hinterlassen,die Hinterlassung,,"to leave behind, to bequeath",the legacy,"laisser derrière soi, léguer",l'héritage,hinterlassen,"to leave behind, to bequeath","laisser derrière soi, léguer",die Hinterlassung,the legacy,l'héritage,,
1750,200,C1,693,D1+,,,hinterlassen,die Hinterlassung,,"to leave behind, to bequeath",the legacy,"laisser derrière soi, léguer",l'héritage,hinterlassen,"to leave behind, to bequeath","laisser derrière soi, léguer",die Hinterlassung,the legacy,l'héritage,Feminine,Féminin
1751,200,C1,701,D1+,,,überlassen,die Überlassung,,"to leave to, to entrust, to surrender","the handover, the transfer","laisser à, confier, abandonner","la mise à disposition, le transfert",überlassen,"to leave to, to entrust, to surrender","laisser à, confier, abandonner",die Überlassung,"the handover, the transfer","la mise à disposition, le transfert",,
1752,200,C1,725,D1+,,,überschreiten,die Überschreitung,,"to exceed, to overstep, to surpass","the crossing, the transgression","dépasser, outrepasser, surpasser","le passage, la transgression",überschreiten,"to exceed, to overstep, to surpass","dépasser, outrepasser, surpasser",die Überschreitung,"the crossing, the transgression","le passage, la transgression",,
1753,200,C1,701,D1+,,,überlassen,die Überlassung,,"to leave to, to entrust, to surrender","the handover, the transfer","laisser à, confier, abandonner","la mise à disposition, le transfert",überlassen,"to leave to, to entrust, to surrender","laisser à, confier, abandonner",die Überlassung,"the handover, the transfer","la mise à disposition, le transfert",Feminine,Féminin
1754,200,C1,725,D1+,,,überschreiten,die Überschreitung,,"to exceed, to overstep, to surpass","the crossing, the transgression","dépasser, outrepasser, surpasser","le passage, la transgression",überschreiten,"to exceed, to overstep, to surpass","dépasser, outrepasser, surpasser",die Überschreitung,"the crossing, the transgression","le passage, la transgression",Feminine,Féminin
1755,200,C1,732,D1+,,,einschließen,der Einschluss,,"to include, to enclose, to lock up, to surround","the inclusion (geology), the involvement","inclure, enfermer, entourer","l'inclusion (géologie), l'implication",einschließen,"to include, to enclose, to lock up, to surround","inclure, enfermer, entourer",der Einschluss,"the inclusion (geology), the involvement","l'inclusion (géologie), l'implication",,
1756,200,C1,732,D1+,,,einschließen,die Einschließung,,"to include, to enclose, to lock up, to surround","the lockdown, the confinement","inclure, enfermer, entourer",le confinement,einschließen,"to include, to enclose, to lock up, to surround","inclure, enfermer, entourer",die Einschließung,"the lockdown, the confinement",le confinement,,
1757,200,C1,732,D1+,,,einschließen,der Einschluss,,"to include, to enclose, to lock up, to surround","the inclusion (geology), the involvement","inclure, enfermer, entourer","l'inclusion (géologie), l'implication",einschließen,"to include, to enclose, to lock up, to surround","inclure, enfermer, entourer",der Einschluss,"the inclusion (geology), the involvement","l'inclusion (géologie), l'implication",Masculine,Masculin
1758,200,C1,732,D1+,,,einschließen,die Einschließung,,"to include, to enclose, to lock up, to surround","the lockdown, the confinement","inclure, enfermer, entourer",le confinement,einschließen,"to include, to enclose, to lock up, to surround","inclure, enfermer, entourer",die Einschließung,"the lockdown, the confinement",le confinement,Feminine,Féminin
1759,200,C1,756,D1+,,,verwechseln,die Verwechslung,,"to mix up, to confuse, to mistake for","the confusion, the mix-up",confondre,"la confusion, le mélange",verwechseln,"to mix up, to confuse, to mistake for",confondre,die Verwechslung,"the confusion, the mix-up","la confusion, le mélange",,
1760,200,C1,759,D1+,,,züchten,die Zucht,,"to breed, to grow","the breed, the breeding","se reproduire, grandir","la race, l'élevage",züchten,"to breed, to grow","se reproduire, grandir",die Zucht,"the breed, the breeding","la race, l'élevage",,
1761,200,C1,764,D1+,,,locken,der Lockvogel,,"to entice, to lure, to rock, to tempt",the decoy,"attirer, allécher",le leurre,locken,"to entice, to lure, to rock, to tempt","attirer, allécher",der Lockvogel,the decoy,le leurre,,
1762,200,C1,764,D1+,,,locken,das Lockmittel,,"to entice, to lure, to rock, to tempt",the lure,"attirer, allécher",l'appât,locken,"to entice, to lure, to rock, to tempt","attirer, allécher",das Lockmittel,the lure,l'appât,,
1763,200,C1,756,D1+,,,verwechseln,die Verwechslung,,"to mix up, to confuse, to mistake for","the confusion, the mix-up",confondre,"la confusion, le mélange",verwechseln,"to mix up, to confuse, to mistake for",confondre,die Verwechslung,"the confusion, the mix-up","la confusion, le mélange",Feminine,Féminin
1764,200,C1,759,D1+,,,züchten,die Zucht,,"to breed, to grow","the breed, the breeding","se reproduire, grandir","la race, l'élevage",züchten,"to breed, to grow","se reproduire, grandir",die Zucht,"the breed, the breeding","la race, l'élevage",Feminine,Féminin
1765,200,C1,764,D1+,,,locken,der Lockvogel,,"to entice, to lure, to rock, to tempt",the decoy,"attirer, allécher",le leurre,locken,"to entice, to lure, to rock, to tempt","attirer, allécher",der Lockvogel,the decoy,le leurre,Masculine,Masculin
