Nr,exercise,question,answer,german,english,french,person,case_english,case_french,gender_english,gender_french,,,
1251,36,Unter den zahlreichen Bewerbern verfügen _____ bereits über umfangreiche internationale Erfahrung.,einige von ihnen,Unter den zahlreichen Bewerbern verfügen einige von ihnen bereits über umfangreiche internationale Erfahrung.,"Among the numerous applicants, some of them already have extensive international experience.","Parmi les nombreux candidats, certains d’entre eux disposent déjà d’une vaste expérience internationale.",,Nominative,Nominatif,Plural,Pluriel,,,
1252,36,Während der Diskussion habe ich _____ um eine genauere Erläuterung ihrer Argumente gebeten.,einige von ihnen,Während der Diskussion habe ich einige von ihnen um eine genauere Erläuterung ihrer Argumente gebeten.,"During the discussion, I asked some of them for a more detailed explanation of their arguments.","Pendant la discussion, j’ai demandé à certains d’entre eux une explication plus détaillée de leurs arguments.",,Accusative,Accusatif,Plural,Pluriel,,,
1253,36,Nach dem Vortrag sprach der Professor noch mit _____ über mögliche Forschungsprojekte.,einigen von ihnen,Nach dem Vortrag sprach der Professor noch mit einigen von ihnen über mögliche Forschungsprojekte.,"After the lecture, the professor spoke with some of them about possible research projects.","Après la conférence, le professeur a encore parlé avec certains d’entre eux de possibles projets de recherche.",,Dative,Datif,Plural,Pluriel,,,
1254,36,Unter den zahlreichen Bewerbern verfügt _____ über umfangreiche Erfahrung im internationalen Projektmanagement.,jeder von ihnen,Unter den zahlreichen Bewerbern verfügt jeder von ihnen über umfangreiche Erfahrung im internationalen Projektmanagement.,"Among the numerous applicants, each of them has extensive experience in international project management.","Parmi les nombreux candidats, chacun d’entre eux possède une vaste expérience en gestion de projets internationaux.",,Nominative,Nominatif,Masculine,Masculin,,,
1255,36,Der Direktor hat _____ persönlich zu einem zweiten Gespräch eingeladen.,jeden von ihnen,Der Direktor hat jeden von ihnen persönlich zu einem zweiten Gespräch eingeladen.,The director invited each of them personally to a second interview.,Le directeur a invité chacun d’entre eux personnellement à un deuxième entretien.,,Accusative,Accusatif,Masculine,Masculin,,,
1256,36,Nach dem Seminar gab der Professor _____ einen kurzen Hinweis zur Verbesserung seiner Argumentation.,jedem von ihnen,Nach dem Seminar gab der Professor jedem von ihnen einen kurzen Hinweis zur Verbesserung seiner Argumentation.,"After the seminar, the professor gave each of them a brief suggestion to improve his argumentation.","Après le séminaire, le professeur a donné à chacun d’entre eux un bref conseil pour améliorer son argumentation.",,Dative,Datif,Masculine,Masculin,,,
1257,36,Unter den zahlreichen Bewerberinnen verfügt _____ über bemerkenswerte Erfahrung im internationalen Projektmanagement.,jede von ihnen,Unter den zahlreichen Bewerberinnen verfügt jede von ihnen über bemerkenswerte Erfahrung im internationalen Projektmanagement.,"Among the numerous female applicants, each of them has remarkable experience in international project management.","Parmi les nombreuses candidates, chacune d’entre elles possède une expérience remarquable en gestion de projets internationaux.",,Nominative,Nominatif,Feminine,Féminin,,,
1258,36,Die Leiterin des Projekts hat _____ persönlich zu einem weiteren Gespräch eingeladen.,jede von ihnen,Die Leiterin des Projekts hat jede von ihnen persönlich zu einem weiteren Gespräch eingeladen.,The head of the project invited each of them personally to another meeting.,La responsable du projet a invité chacune d’entre elles personnellement à un nouvel entretien.,,Accusative,Accusatif,Feminine,Féminin,,,
1259,36,Nach der Präsentation gab der Professor _____ eine kurze Rückmeldung zu ihrer Analyse.,jeder von ihnen,Nach der Präsentation gab der Professor jeder von ihnen eine kurze Rückmeldung zu ihrer Analyse.,"After the presentation, the professor gave each of them brief feedback on her analysis.","Après la présentation, le professeur a donné à chacune d’entre elles un court retour sur son analyse.",,Dative,Datif,Feminine,Féminin,,,
1260,36,Unter den vielen Kindern im Kurs zeigte _____ großes Interesse an dem Experiment.,jedes von ihnen,Unter den vielen Kindern im Kurs zeigte jedes von ihnen großes Interesse an dem Experiment.,"Among the many children in the course, each of them showed great interest in the experiment.","Parmi les nombreux enfants du cours, chacun d’entre eux a montré un grand intérêt pour l’expérience.",,Nominative,Nominatif,Neuter,Neutre,,,
1261,36,"Der Lehrer beobachtete _____ aufmerksam, um ihre Fortschritte besser einschätzen zu können.",jedes von ihnen,"Der Lehrer beobachtete jedes von ihnen aufmerksam, um ihre Fortschritte besser einschätzen zu können.",The teacher observed each of them carefully in order to better assess their progress.,Le professeur a observé chacun d’entre eux attentivement afin de mieux évaluer leurs progrès.,,Accusative,Accusatif,Neuter,Neutre,,,
1262,36,Nach dem Spiel gab der Trainer _____ eine kurze Rückmeldung zu seiner Leistung.,jedem von ihnen,Nach dem Spiel gab der Trainer jedem von ihnen eine kurze Rückmeldung zu seiner Leistung.,"After the game, the coach gave each of them brief feedback on their performance.","Après le match, l’entraîneur a donné à chacun d’entre eux un bref retour sur sa performance.",,Dative,Datif,Neuter,Neutre,,,
1263,36,Unter den zahlreichen Berichten über die Wirtschaftslage bietet _____ eine etwas andere Interpretation der aktuellen Entwicklung.,jeder davon,Unter den zahlreichen Berichten über die Wirtschaftslage bietet jeder davon eine etwas andere Interpretation der aktuellen Entwicklung.,"Among the numerous reports on the economic situation, each of them offers a slightly different interpretation of the current development.","Parmi les nombreux rapports sur la situation économique, chacun d’entre eux propose une interprétation légèrement différente de l’évolution actuelle.",,Nominative,Nominatif,Masculine,Masculin,,,
1264,36,"Der Ausschuss hat _____ sorgfältig geprüft, bevor er eine endgültige Entscheidung traf.",jeden davon,"Der Ausschuss hat jeden davon sorgfältig geprüft, bevor er eine endgültige Entscheidung traf.",The committee examined each of them carefully before making a final decision.,Le comité a examiné chacun d’entre eux avec soin avant de prendre une décision finale.,,Accusative,Accusatif,Masculine,Masculin,,,
1265,36,Im Bericht wird _____ eine eigene kurze Analyse gewidmet.,jedem davon,Im Bericht wird jedem davon eine eigene kurze Analyse gewidmet.,"In the report, each of them is devoted its own brief analysis.","Dans le rapport, une courte analyse est consacrée à chacun d’entre eux.",,Dative,Datif,Masculine,Masculin,,,
1266,36,Unter den zahlreichen Studien zur Energiewende bietet _____ eine etwas andere Perspektive auf die langfristigen Auswirkungen.,jede davon,Unter den zahlreichen Studien zur Energiewende bietet jede davon eine etwas andere Perspektive auf die langfristigen Auswirkungen.,"Among the numerous studies on the energy transition, each of them offers a slightly different perspective on the long-term effects.","Parmi les nombreuses études sur la transition énergétique, chacune d’entre elles offre une perspective légèrement différente sur les effets à long terme.",,Nominative,Nominatif,Feminine,Féminin,,,
1267,36,"Die Kommission hat _____ sorgfältig geprüft, bevor sie ihre Empfehlung ausgesprochen hat.",jede davon,"Die Kommission hat jede davon sorgfältig geprüft, bevor sie ihre Empfehlung ausgesprochen hat.",The commission examined each of them carefully before issuing its recommendation.,La commission a examiné chacune d’entre elles avec soin avant de formuler sa recommandation.,,Accusative,Accusatif,Feminine,Féminin,,,
1268,36,"In dem Bericht wird _____ eine kurze, aber präzise Analyse gewidmet.",jeder davon,"In dem Bericht wird jeder davon eine kurze, aber präzise Analyse gewidmet.","In the report, each of them is given a brief but precise analysis.","Dans le rapport, une analyse brève mais précise est consacrée à chacune d’entre elles.",,Dative,Datif,Feminine,Féminin,,,
1269,36,Unter den vielen Argumenten im Bericht überzeugt _____ durch eine sorgfältige Begründung.,jedes davon,Unter den vielen Argumenten im Bericht überzeugt jedes davon durch eine sorgfältige Begründung.,"Among the many arguments in the report, each of them is convincing because of its careful reasoning.","Parmi les nombreux arguments du rapport, chacun d’entre eux convainc par une argumentation soigneusement élaborée.",,Nominative,Nominatif,Neuter,Neutre,,,
1270,36,"Der Ausschuss hat _____ noch einmal im Detail geprüft, bevor er zu einer Entscheidung kam.",jedes davon,"Der Ausschuss hat jedes davon noch einmal im Detail geprüft, bevor er zu einer Entscheidung kam.",The committee examined each of them once again in detail before reaching a decision.,Le comité a réexaminé chacun d’entre eux en détail avant de parvenir à une décision.,,Accusative,Accusatif,Neuter,Neutre,,,
1271,36,In der Analyse wird _____ ein eigener Abschnitt gewidmet.,jedem davon,In der Analyse wird jedem davon ein eigener Abschnitt gewidmet.,"In the analysis, a separate section is devoted to each of them.","Dans l’analyse, une section distincte est consacrée à chacun d’entre eux.",,Dative,Datif,Neuter,Neutre,,,
1272,36,In der Ausstellung werden zahlreiche alte Instrumente gezeigt; _____ stammen aus dem frühen 19. Jahrhundert.,viele davon,In der Ausstellung werden zahlreiche alte Instrumente gezeigt; viele davon stammen aus dem frühen 19. Jahrhundert.,Many of them date from the early 19th century.,Beaucoup d’entre eux datent du début du XIXᵉ siècle.,,Nominative,Nominatif,Plural,Pluriel,,,
1273,36,Der Ausschuss hat zahlreiche Vorschläge geprüft und _____ schließlich in den Bericht aufgenommen.,viele davon,Der Ausschuss hat zahlreiche Vorschläge geprüft und viele davon schließlich in den Bericht aufgenommen.,The committee examined numerous proposals and ultimately included many of them in the report.,Le comité a examiné de nombreuses propositions et en a finalement intégré beaucoup dans le rapport.,,Accusative,Accusatif,Plural,Pluriel,,,
1274,36,Unter den zahlreichen Argumenten in der Debatte kommt _____ eine besondere Bedeutung zu.,vielen davon,Unter den zahlreichen Argumenten in der Debatte kommt vielen davon eine besondere Bedeutung zu.,"Among the numerous arguments in the debate, many of them are of particular importance.","Parmi les nombreux arguments du débat, beaucoup d’entre eux revêtent une importance particulière.",,Dative,Datif,Plural,Pluriel,,,
1275,36,Unter den zahlreichen Bewerbern verfügen _____ bereits über umfangreiche internationale Erfahrung.,viele von ihnen,Unter den zahlreichen Bewerbern verfügen viele von ihnen bereits über umfangreiche internationale Erfahrung.,"Among the numerous applicants, many of them already have extensive international experience.","Parmi les nombreux candidats, beaucoup d’entre eux possèdent déjà une vaste expérience internationale.",,Nominative,Nominatif,Plural,Pluriel,,,
1276,36,Während der Anhörung hat der Ausschuss _____ zu ihren bisherigen Projekten befragt.,viele von ihnen,Während der Anhörung hat der Ausschuss viele von ihnen zu ihren bisherigen Projekten befragt.,"During the hearing, the committee questioned many of them about their previous projects.","Pendant l’audition, le comité en a interrogé beaucoup au sujet de leurs projets précédents.",,Accusative,Accusatif,Plural,Pluriel,,,
1277,36,Nach dem Vortrag sprach der Professor noch lange mit _____ über mögliche Forschungsrichtungen.,vielen von ihnen,Nach dem Vortrag sprach der Professor noch lange mit vielen von ihnen über mögliche Forschungsrichtungen.,"After the lecture, the professor spoke for a long time with many of them about possible research directions.","Après la conférence, le professeur a longuement discuté avec beaucoup d’entre eux des orientations possibles de recherche.",,Dative,Datif,Plural,Pluriel,,,
1278,36,In der Sammlung befinden sich zahlreiche alte Karten; _____ stammen aus dem 18. Jahrhundert.,die meisten davon,In der Sammlung befinden sich zahlreiche alte Karten; die meisten davon stammen aus dem 18. Jahrhundert.,The collection contains numerous old maps; most of them date from the 18th century.,La collection contient de nombreuses cartes anciennes ; la plupart d’entre elles datent du XVIIIᵉ siècle.,,Nominative,Nominatif,Plural,Pluriel,,,
1279,36,Der Ausschuss hat mehrere Vorschläge geprüft und _____ schließlich angenommen.,die meisten davon,Der Ausschuss hat mehrere Vorschläge geprüft und die meisten davon schließlich angenommen.,The committee examined several proposals and ultimately accepted most of them.,Le comité a examiné plusieurs propositions et en a finalement accepté la plupart.,,Accusative,Accusatif,Plural,Pluriel,,,
1280,36,Unter den Argumenten im Bericht kommt _____ nur eine begrenzte Bedeutung zu.,den meisten davon,Unter den Argumenten im Bericht kommt den meisten davon nur eine begrenzte Bedeutung zu.,"Among the arguments in the report, most of them are of only limited importance.","Parmi les arguments du rapport, la plupart d’entre eux n’ont qu’une importance limitée.",,Dative,Datif,Plural,Pluriel,,,
1281,36,Unter den zahlreichen Bewerbern verfügen _____ bereits über mehrere Jahre Berufserfahrung.,die meisten von ihnen,Unter den zahlreichen Bewerbern verfügen die meisten von ihnen bereits über mehrere Jahre Berufserfahrung.,"Among the numerous applicants, most of them already have several years of professional experience.","Parmi les nombreux candidats, la plupart d’entre eux ont déjà plusieurs années d’expérience professionnelle.",,Nominative,Nominatif,Plural,Pluriel,,,
1282,36,Während der Anhörung hat der Ausschuss _____ zu ihren bisherigen Projekten befragt.,die meisten von ihnen,Während der Anhörung hat der Ausschuss die meisten von ihnen zu ihren bisherigen Projekten befragt.,"During the hearing, the committee questioned most of them about their previous projects.","Pendant l’audition, le comité en a interrogé la plupart au sujet de leurs projets précédents.",,Accusative,Accusatif,Plural,Pluriel,,,
